ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,CVEGEO,luces,ndvi,zurbana,Datos,AREA,DENSIDAD,POBTOT,TOTHOG,VIVTOT,TVIVHAB,TEMPERATURA
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1078,1.50E+12,63,0.088717793,0.679265644,1,0.490696874,15616.56577,7663,1996,2262,2009,32.7391
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,110A,150330001110A,62,0.100543523,0.727699957,1,0.2529506,15880.57115,4017,1016,1142,1034,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1148,1.50E+12,63,0.093418577,0.636900854,1,0.561820276,13897.68283,7808,1998,2300,2069,32.317
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1152,1.50E+12,63,0.100543523,0.727699957,1,0.527831082,15258.66945,8054,2121,2294,2207,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1167,1.50E+12,63,0.100543523,0.727699957,1,0.436129144,17348.07249,7566,1954,1984,1971,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1186,1.50E+12,62,0.100543523,0.727699957,1,0.265086038,12795.84557,3392,867,992,897,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1190,1.50E+12,63,0.105103399,0.757954757,1,0.284906167,21835.25917,6221,1633,1821,1669,32.1826
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1203,1.50E+12,63,0.105103399,0.757954757,1,0.102938018,14397.01319,1482,389,426,410,32.1826
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1256,1.50E+12,63,0.093418577,0.636900854,1,0.180534004,17991.07051,3248,808,878,834,32.317
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1275,1.50E+12,63,0.100543523,0.727699957,1,0.259783314,14165.65194,3680,948,1028,963,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1294,1.50E+12,63,0.100543523,0.727699957,1,0.403918724,14441.02402,5833,1584,1695,1608,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1311,1.50E+12,62,0.100543523,0.727699957,1,0.292094043,22283.91906,6509,1667,2017,1702,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1345,1.50E+12,62,0.082452264,0.750770815,1,0.161278234,13504.61213,2178,562,639,570,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,135A,150330001135A,62,0.18271927,0.59098744,1,0.75440629,6389.130185,4820,1197,1343,1221,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1383,1.50E+12,63,0.377003283,0.200740052,1,0.449444004,12186.1677,5477,1335,1714,1363,26.714
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1398,1.50E+12,63,0.377003283,0.200740052,1,0.439264723,10597.25435,4655,1213,1307,1216,26.714
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1415,1.50E+12,63,0.150792268,0.812727866,1,0.219038832,8108.151337,1776,484,523,486,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,142A,150330001142A,63,0.150792268,0.812727866,1,0.371423092,4183.907876,1554,395,468,400,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1434,1.50E+12,62,0.122197488,0.745744041,1,0.414742857,14970.72198,6209,1453,1618,1469,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1449,1.50E+12,62,0.155005918,0.624447889,1,0.267213173,14276.99074,3815,914,1074,932,32.41
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1472,1.50E+12,63,0.150792268,0.812727866,1,0.596436838,6471.766589,3860,996,1221,1001,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1487,1.50E+12,62,0.122197488,0.745744041,1,0.360278039,15060.59047,5426,1289,1481,1312,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1491,1.50E+12,62,0.122197488,0.745744041,1,0.444031082,14974.17695,6649,1551,1802,1582,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1504,1.50E+12,62,0.155005918,0.624447889,1,0.365072069,18078.62215,6600,1571,1753,1580,32.41
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1523,1.50E+12,63,0.150792268,0.812727866,1,0.295720606,14868.76435,4397,1186,1421,1228,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1542,1.50E+12,60,0.122197488,0.745744041,1,0.398150375,14843.63789,5910,1503,1735,1532,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1576,1.50E+12,62,0.155005918,0.624447889,1,0.364243097,16714.11221,6088,1421,1610,1481,32.41
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1595,1.50E+12,60,0.122197488,0.745744041,1,0.423661907,17063.13426,7229,1661,1895,1739,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1631,1.50E+12,63,0.082452264,0.750770815,1,0.427882956,20533.65264,8786,2150,2404,2205,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1699,1.50E+12,63,0.105103399,0.757954757,1,0.263223162,24997.80012,6580,1682,1765,1687,32.1826
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1716,1.50E+12,62,0.117854245,0.510142049,1,0.610947046,9234.842922,5642,1459,1755,1477,32.509
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1735,1.50E+12,62,0.117854245,0.510142049,1,0.342703355,22027.79721,7549,1799,1972,1828,32.509
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,174A,150330001174A,62,0.117854245,0.510142049,1,0.186474521,16420.47383,3062,780,873,792,32.509
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1754,1.50E+12,62,0.117854245,0.510142049,1,0.399602558,19294.17081,7710,1914,2106,1938,32.509
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1769,1.50E+12,62,0.117854245,0.510142049,1,0.27760568,23893.60337,6633,1687,1838,1712,32.509
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1773,1.50E+12,62,0.076892063,0.63083133,1,0.219033179,27566.59982,6038,1715,2200,1797,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1792,1.50E+12,62,0.117854245,0.510142049,1,0.405993476,24379.70211,9898,2352,2666,2415,32.509
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1805,1.50E+12,62,0.117854245,0.510142049,1,0.391264725,20858.00091,8161,1973,2091,1999,32.509
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1877,1.50E+12,62,0.135788031,0.559760227,1,0.460735496,19562.20018,9013,2296,2454,2315,32.2852
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1881,1.50E+12,62,0.135788031,0.559760227,1,0.349412543,24163.4142,8443,2186,2419,2207,32.2852
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1896,1.50E+12,62,0.135788031,0.559760227,1,0.239602137,20851.23307,4996,1180,1302,1220,32.2852
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1909,1.50E+12,62,0.135788031,0.559760227,1,0.236651407,23629.69256,5592,1329,1513,1381,32.2852
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1913,1.50E+12,62,0.135788031,0.559760227,1,0.257458075,21055.85541,5421,1242,1371,1268,32.2852
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1928,1.50E+12,62,0.100543523,0.727699957,1,0.444682745,18703.22178,8317,2047,2223,2081,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1932,1.50E+12,62,0.135788031,0.559760227,1,0.423475496,20355.36904,8620,2185,2444,2218,32.2852
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1947,1.50E+12,61,0.135788031,0.559760227,1,0.403534672,10351.03126,4177,1041,1142,1074,32.2852
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1951,1.50E+12,60,0.135788031,0.559760227,1,0.427888801,10264.34902,4392,1024,1105,1044,32.2852
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1966,1.50E+12,62,0.100543523,0.727699957,1,0.533305024,16935.89896,9032,2166,2447,2217,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1970,1.50E+12,60,0.100543523,0.727699957,1,0.497787253,18967.94252,9442,2337,2653,2355,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,1985,1.50E+12,63,0.199727843,0.621508506,1,0.441942077,7496.457506,3313,851,1194,851,32.2946
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,199A,150330001199A,63,0.377003283,0.200740052,1,0.389865454,12822.37229,4999,1267,1523,1310,26.714
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2004,1.50E+12,62,0.156670177,0.386216416,1,0.23087048,11460.97151,2646,642,816,668,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2023,1.50E+12,62,0.156670177,0.386216416,1,0.167677786,16686.76613,2798,684,778,695,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2042,1.50E+12,62,0.082452264,0.750770815,1,0.279505338,12640.18792,3533,811,926,835,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2061,1.50E+12,62,0.156670177,0.386216416,1,0.414133729,18197.02062,7536,1819,1932,1836,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2076,1.50E+12,62,0.156670177,0.386216416,1,0.400670616,20043.89562,8031,2075,2316,2083,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2080,1.50E+12,62,0.156670177,0.386216416,1,0.224447624,14662.66359,3291,816,860,820,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2095,1.50E+12,62,0.156670177,0.386216416,1,0.356999944,16364.14821,5842,1493,1675,1506,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2112,1.50E+12,62.5,0.122197488,0.745744041,1,0.657003203,18177.99357,11943,3182,4023,3267,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2150,1.50E+12,62,0.18271927,0.59098744,1,0.314816115,22352.73123,7037,1615,1823,1633,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2199,1.50E+12,62,0.186546346,0.528606541,1,0.352952304,16327.98519,5763,1397,1496,1405,31.2334
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2201,1.50E+12,62,0.186546346,0.528606541,1,0.30383861,25928.23865,7878,1902,2071,1913,31.2334
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2216,1.50E+12,62,0.186546346,0.528606541,1,1.029260255,10973.90086,11295,2566,2911,2602,31.2334
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,224A,150330001224A,63,0.189891733,0.556162863,1,0.250656005,20849.29101,5226,1335,1389,1337,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2269,1.50E+12,62,0.156670177,0.386216416,1,0.200235811,19731.7352,3951,934,1006,938,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2273,1.50E+12,62,0.156670177,0.386216416,1,0.533195084,7096.839622,3784,895,1020,898,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2288,1.50E+12,62,0.156670177,0.386216416,1,0.378176184,18784.89524,7104,1702,1854,1714,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2292,1.50E+12,63,0.076892063,0.63083133,1,0.560889042,14343.30035,8045,1894,2083,1947,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2305,1.50E+12,63,0.076892063,0.63083133,1,0.251724614,18508.32119,4659,1101,1208,1122,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2339,1.50E+12,63,0.105103399,0.757954757,1,0.27594938,11777.52239,3250,798,940,837,32.1826
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2358,1.50E+12,62,0.076892063,0.63083133,1,0.267888383,21098.3393,5652,1438,1595,1446,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2447,1.50E+12,62,0.18271927,0.59098744,1,0.35689771,11670.01045,4165,993,1069,1009,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2485,1.50E+12,62,0.18271927,0.59098744,1,0.46300077,7721.369447,3575,880,980,889,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2502,1.50E+12,63,0.122197488,0.745744041,1,0.124308247,26088.37361,3243,854,1100,860,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2517,1.50E+12,63,0.122197488,0.745744041,1,0.052782596,24250.41753,1280,323,384,327,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2574,1.50E+12,61,0.189891733,0.556162863,1,0.429830083,16383.2181,7042,1690,1881,1695,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2593,1.50E+12,63,0.150792268,0.812727866,1,0.653065624,7723.572963,5044,1334,1837,1337,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2610,1.50E+12,62,0.18271927,0.59098744,1,0.248576986,9578.521469,2381,646,1156,653,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2697,1.50E+12,62,0.186546346,0.528606541,1,0.371502357,18449.4119,6854,1649,1914,1662,31.2334
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,270A,150330001270A,62,0.186546346,0.528606541,1,1.245627169,4010.02814,4995,1149,1285,1159,31.2334
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2752,1.50E+12,62,0.18271927,0.59098744,1,0.293898875,5998.661961,1763,403,460,419,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2790,1.50E+12,63,0.076892063,0.63083133,1,0.561240448,20597.23249,11560,2977,3161,2984,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2803,1.50E+12,63,0.076892063,0.63083133,1,0.606178034,13934.85004,8447,2122,2257,2146,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2818,1.50E+12,62,0.076892063,0.63083133,1,0.24210455,26835.51387,6497,1730,1898,1740,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2822,1.50E+12,62,0.076892063,0.63083133,1,0.292526884,23170.51997,6778,1874,2090,1904,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2841,1.50E+12,63,0.105103399,0.757954757,1,0.4229218,11564.78574,4891,1237,1285,1242,32.1826
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2860,1.50E+12,62,0.100543523,0.727699957,1,0.137114619,14331.07585,1965,456,579,515,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,288A,150330001288A,63,0.105103399,0.757954757,1,0.234042563,17248.99925,4037,961,1083,1015,32.1826
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2894,1.50E+12,63,0.105103399,0.757954757,1,0.212237978,22352.26718,4744,1246,1355,1302,32.1826
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2911,1.50E+12,62,0.100543523,0.727699957,1,0.295799018,9506.454827,2812,789,877,794,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2945,1.50E+12,62,0.117854245,0.510142049,1,0.273805492,21617.53567,5919,1453,1573,1470,32.509
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,295A,150330001295A,62,0.117854245,0.510142049,1,0.199680775,26622.49281,5316,1204,1340,1221,32.509
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2979,1.50E+12,63,0.377003283,0.200740052,1,0.296837357,15365.31672,4561,1129,1230,1129,26.714
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,2983,1.50E+12,63,0.150792268,0.812727866,1,0.210012416,16937.09385,3557,873,936,884,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3017,1.50E+12,63,0.150792268,0.812727866,1,0.288169969,16129.36981,4648,1107,1168,1110,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3036,1.50E+12,62,0.122197488,0.745744041,1,0.27408008,16947.60158,4645,1122,1323,1148,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3055,1.50E+12,60,0.122197488,0.745744041,1,0.262053274,15203.01555,3984,899,1047,937,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,306A,150330001306A,62.66666667,0.150792268,0.812727866,1,0.317875917,12243.77121,3892,940,1001,950,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3089,1.50E+12,63,0.082452264,0.750770815,1,0.201555129,12611.93409,2542,625,686,647,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3110,1.50E+12,63,0.189891733,0.556162863,1,0.202482285,19162.17019,3880,935,1012,947,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,313A,150330001313A,63,0.189891733,0.556162863,1,0.131657924,26082.74459,3434,828,888,834,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3144,1.50E+12,63,0.189891733,0.556162863,1,0.13982819,22248.7326,3111,778,846,795,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3159,1.50E+12,63,0.189891733,0.556162863,1,0.322002645,13577.52824,4372,1096,1209,1126,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,320A,150330001320A,62,0.135788031,0.559760227,1,0.205932866,27518.67695,5667,1342,1537,1389,32.2852
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3229,1.50E+12,62,0.156670177,0.386216416,1,0.863225543,4719.508166,4074,987,1114,992,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3233,1.50E+12,62,0.156670177,0.386216416,1,0.317573635,20511.77829,6514,1523,1625,1532,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3248,1.50E+12,62,0.122197488,0.745744041,1,0.590397371,8646.718717,5105,1279,1454,1299,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3252,1.50E+12,62.33333333,0.122197488,0.745744041,1,0.646854271,7120.614651,4606,1059,1177,1074,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3267,1.50E+12,62,0.18271927,0.59098744,1,0.17685094,20949.84623,3705,938,1077,958,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3271,1.50E+12,62,0.18271927,0.59098744,1,0.233514729,13609.41987,3178,732,837,740,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3318,1.50E+12,62,0.186546346,0.528606541,1,0.194978905,19438.00021,3790,899,979,902,31.2334
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3322,1.50E+12,62,0.186546346,0.528606541,1,0.198633176,18717.92048,3718,910,979,910,31.2334
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3337,1.50E+12,62,0.186546346,0.528606541,1,0.172442207,28415.31708,4900,1116,1215,1121,31.2334
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,338A,150330001338A,63,0.082452264,0.750770815,1,0.426234151,14323.11322,6105,1372,1520,1409,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3407,1.50E+12,63,0.189891733,0.556162863,1,0.330499457,3830.56605,1266,317,352,318,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3426,1.50E+12,63,0.082452264,0.750770815,1,0.358889363,11702.77092,4200,1002,1074,1008,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3445,1.50E+12,62,0.18271927,0.59098744,1,0.42385461,3060.011546,1297,289,375,295,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,345A,150330001345A,62,0.18271927,0.59098744,1,1.076454291,4552.910459,4901,1195,1420,1230,31.8934
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3464,1.50E+12,62,0.162545342,0.642572974,1,1.402076505,3127.504088,4385,1060,1283,1068,31.966
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3500,1.50E+12,62,0.082452264,0.750770815,1,0.409958786,15408.866,6317,1527,1683,1549,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3515,1.50E+12,62,0.082452264,0.750770815,1,0.374341587,19610.43136,7341,1837,1965,1848,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3534,1.50E+12,63,0.076892063,0.63083133,1,0.575432476,7359.681935,4235,1176,1381,1181,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3549,1.50E+12,62,0.076892063,0.63083133,1,0.706939034,7948.3516,5619,1442,1625,1454,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3568,1.50E+12,62,0.076892063,0.63083133,1,0.105939502,26345.2249,2791,756,802,763,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3572,1.50E+12,63,0.082452264,0.750770815,1,1.043215118,4135.292834,4314,1086,1174,1097,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3587,1.50E+12,63,0.076892063,0.63083133,1,0.339176149,17518.92053,5942,1555,1702,1579,32.3384
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3604,1.50E+12,63,0.082452264,0.750770815,1,0.228936356,18000.63592,4121,922,985,931,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3623,1.50E+12,63,0.082452264,0.750770815,1,0.371894533,14219.08506,5288,1183,1339,1205,31.6432
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3638,1.50E+12,63,0.189891733,0.556162863,1,0.312472545,20731.42139,6478,1519,1632,1522,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3642,1.50E+12,63,0.189891733,0.556162863,1,0.300673982,21342.05281,6417,1569,1641,1589,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3657,1.50E+12,63,0.189891733,0.556162863,1,0.395586413,18663.43171,7383,1779,1945,1856,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3661,1.50E+12,62,0.156670177,0.386216416,1,0.238275691,19469.04433,4639,992,1050,998,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3676,1.50E+12,62,0.156670177,0.386216416,1,0.250073968,18758.44992,4691,1091,1184,1108,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3746,1.50E+12,62.6,0.189891733,0.556162863,1,0.990349526,3076.691532,3047,702,777,716,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3835,1.50E+12,63,0.199727843,0.621508506,1,0.579391054,6365.303662,3688,971,1246,976,32.2946
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3869,1.50E+12,63,0.122197488,0.745744041,1,0.303207048,19125.54486,5799,1402,1635,1413,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3873,1.50E+12,63,0.122197488,0.745744041,1,0.152887556,24259.65922,3709,1027,1499,1046,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3892,1.50E+12,62,0.143647107,0.673364874,1,0.518829534,12198.61166,6329,1627,2173,1638,31.8186
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3905,1.50E+12,62,0.155005918,0.624447889,1,0.515883409,8914.805016,4599,1117,1600,1133,32.41
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,391A,150330001391A,62,0.122197488,0.745744041,1,0.277830101,15491.48198,4304,1013,1221,1024,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3939,1.50E+12,62,0.186546346,0.528606541,1,1.133904034,6011.090707,6816,1710,2177,1723,31.2334
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3943,1.50E+12,62,0.155005918,0.624447889,1,0.391534594,9215.022253,3608,935,1220,952,32.41
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3962,1.50E+12,62,0.122197488,0.745744041,1,0.22690894,16473.56862,3738,909,1046,927,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3977,1.50E+12,61,0.122197488,0.745744041,1,0.230823992,24022.63278,5545,1328,1605,1347,32.1112
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,3981,1.50E+12,62,0.100543523,0.727699957,1,0.17725083,19266.48243,3415,985,1274,1037,33.1398
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4053,1.50E+12,63,0.189891733,0.556162863,1,0.187350226,18297.28247,3428,776,860,809,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4068,1.50E+12,63,0.189891733,0.556162863,1,0.490111545,4888.683042,2396,567,592,567,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4142,1.50E+12,63,0.150792268,0.812727866,1,0.443078868,14543.68617,6444,1708,2338,1714,30.125
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4227,1.50E+12,63,0.197333588,0.587484616,1,0.610929675,5951.585177,3636,854,1038,860,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4231,1.50E+12,63,0.197333588,0.587484616,1,0.325034699,12337.14435,4010,927,1131,936,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4335,1.50E+12,62,0.156670177,0.386216416,1,0.209471713,23845.70176,4995,1330,1635,1350,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,434A,150330001434A,62,0.156670177,0.386216416,1,0.610861293,10463.91394,6392,1582,2049,1625,33.319
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4354,1.50E+12,63,0.197333588,0.587484616,1,0.365888873,9929.24429,3633,847,1031,863,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4369,1.50E+12,63,0.160473028,0.608737282,1,0.214636538,4831.423439,1037,231,280,234,31.3168
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4373,1.50E+12,63,0.197333588,0.587484616,1,0.298722469,10190.06038,3044,672,782,677,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4392,1.50E+12,61,0.189891733,0.556162863,1,0.216202398,15989.64686,3457,800,900,835,30.371
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4405,1.50E+12,63,0.199727843,0.621508506,1,0.501416163,7365.139521,3693,813,922,821,32.2946
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,441A,150330001441A,63,0.197333588,0.587484616,1,0.519703805,7548.530451,3923,883,1145,888,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4424,1.50E+12,63,0.199727843,0.621508506,1,0.376148563,6954.698914,2616,582,756,588,32.2946
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4439,1.50E+12,63,0.199727843,0.621508506,1,0.377272574,8142.653907,3072,708,817,709,32.2946
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4443,1.50E+12,63,0.197333588,0.587484616,1,0.424912254,9771.429186,4152,952,1124,957,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4458,1.50E+12,63,0.199727843,0.621508506,1,0.703820167,11939.12933,8403,2052,2464,2065,32.2946
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4462,1.50E+12,63,0.197333588,0.587484616,1,0.401152781,6249.489268,2507,557,647,562,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4477,1.50E+12,63,0.197333588,0.587484616,1,0.509709379,7851.532986,4002,905,1105,914,31.2954
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4481,1.50E+12,63,0.199727843,0.621508506,1,0.266515423,2164.977899,577,167,284,167,32.2946
15,México,33,Ecatepec de Morelos,1,Total AGEB urbana,4496,1.50E+12,63,0.199727843,0.621508506,1,0.111138223,21657.71543,2407,608,802,620,32.2946
