ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,CVEGEO,luces,ndvi,zurbana,Datos,AREA,DENSIDAD,POBTOT,TOTHOG,VIVTOT,TVIVHAB,TEMPERATURA
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1334,1.51E+12,63,0.105103399,0.757954757,1,0.155820417,20542.87915,3201,742,776,748,32.1826
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1372,1.51E+12,63,0.122940399,0.675219732,1,0.229864092,23940.23336,5503,1425,1517,1447,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1387,1.51E+12,63,0.117589299,0.70004024,1,2.360255721,741.0214005,1749,486,912,505,30.67606
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1391,1.51E+12,63,0.105103399,0.757954757,1,0.24937464,8525.325587,2126,572,625,576,32.1826
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1419,1.51E+12,63,0.122940399,0.675219732,1,0.678060446,10525.61028,7137,1799,1927,1824,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1423,1.51E+12,63,0.105103399,0.757954757,1,0.416872712,13814.76848,5759,1388,1466,1398,32.1826
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1442,1.51E+12,63,0.105103399,0.757954757,1,0.560811843,12086.05004,6778,1723,1886,1745,32.1826
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1495,1.51E+12,63,0.126720504,0.811463008,1,0.870386049,5621.643417,4893,1319,1826,1511,29.982
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1527,1.51E+12,63,0.282554285,0.479667899,1,0.210655186,18860.20504,3973,1006,1144,1035,31.3718
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1546,1.51E+12,63,0.321891765,0.20321719,1,0.482772481,9855.574174,4758,1175,1232,1192,28.628
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1565,1.51E+12,63,0.122940399,0.675219732,1,0.490173435,8923.372187,4374,1019,1072,1025,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,157A,151040001157A,63,0.122940399,0.675219732,1,0.841688662,414.6426296,349,88,95,89,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1584,1.51E+12,63,0.105103399,0.757954757,1,0.628475767,10399.76455,6536,1637,1822,1664,32.1826
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1616,1.51E+12,63,0.226300788,0.675219732,1,0.296298222,8420.570283,2495,600,613,601,28.8617
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1620,1.51E+12,63,0.321891765,0.20321719,1,0.162001293,16660.36083,2699,741,902,770,28.628
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1654,1.51E+12,63,0.122940399,0.675219732,1,0.502449283,7982.895265,4011,976,1040,993,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1669,1.51E+12,63,0.105103399,0.757954757,1,0.678197467,3475.388977,2357,583,610,583,32.1826
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1688,1.51E+12,63,0.122940399,0.675219732,1,0.982772233,2947.783731,2897,756,991,808,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1692,1.51E+12,63,0.122940399,0.675219732,1,0.38650334,701.1582359,271,67,75,67,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,171A,151040001171A,63,0.201032257,0.585504735,1,0.457206135,3451.397253,1578,404,425,406,30.8542
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1724,1.51E+12,63,0.321891765,0.20321719,1,0.449205441,1084.136468,487,115,115,115,28.628
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1758,1.51E+12,63,0.201032257,0.585504735,1,0.117889147,20909.47359,2465,824,969,838,30.8542
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1777,1.51E+12,63,0.166057083,0.750978091,1,0.576855205,21691.7519,12513,3437,3906,3464,31.725
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1796,1.51E+12,63,0.136783734,0.879795499,1,0.359060406,17364.76618,6235,1563,1757,1661,30.8802
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1809,1.51E+12,63,0.136783734,0.879795499,1,0.630608004,9549.514055,6022,1564,1839,1670,30.8802
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1832,1.51E+12,63,0.136783734,0.879795499,1,0.112198892,14224.73942,1596,517,586,530,30.8802
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1851,1.51E+12,63,0.16963732,0.759660092,1,0.2261994,10212.22869,2310,634,699,641,32.4698
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1870,1.51E+12,63,0.193183523,0.629043574,1,2.376060666,119.5255677,284,76,94,79,31.2581
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1885,1.51E+12,63,0.16963732,0.759660092,1,1.113413175,3213.541998,3578,1140,1367,1147,32.4698
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1902,1.51E+12,63,0.122940399,0.675219732,1,0.786276849,6632.523911,5215,1270,1359,1284,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1917,1.51E+12,63,0.122940399,0.675219732,1,0.251440984,24864.68157,6252,1481,1593,1495,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1936,1.51E+12,63,0.16963732,0.759660092,1,0.619208683,6259.602148,3876,1072,1224,1082,32.4698
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1940,1.51E+12,63,0.158686125,0.799705228,1,2.028768293,1594.563564,3235,893,925,898,31.93993333
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,196A,151040001196A,63,0.16963732,0.759660092,1,0.431405123,6696.721588,2889,704,769,711,32.4698
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,1989,1.51E+12,63,0.321891765,0.20321719,1,0.056822829,31219.84662,1774,484,608,492,28.628
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2012,1.51E+12,63,0.201032257,0.585504735,1,0.407226621,8020.104365,3266,835,927,850,30.8542
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2027,1.51E+12,63,0.185334789,0.672582414,1,0.354791605,8836.173003,3135,807,893,821,31.662
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2031,1.51E+12,63,0.321891765,0.20321719,1,0.144099766,15100.64907,2176,584,650,594,28.628
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2046,1.51E+12,63,0.243974424,0.477097641,1,0.350047764,18794.57797,6579,1677,1843,1707,30.1765
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2050,1.51E+12,63,0.166057083,0.750978091,1,0.733238359,6512.207034,4775,1114,1159,1120,31.725
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2065,1.51E+12,63,0.166057083,0.750978091,1,0.268541341,20581.56103,5527,1370,1527,1382,31.725
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2120,1.51E+12,63,0.201032257,0.585504735,1,0.528414068,3056.3153,1615,362,424,366,30.8542
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2135,1.51E+12,63,0.201032257,0.585504735,1,0.368976569,0,0,0,0,0,30.8542
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,214A,151040001214A,63,0.16963732,0.759660092,1,1.288664629,0,0,0,0,0,32.4698
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2154,1.51E+12,63,0.122940399,0.675219732,1,0.132571925,26023.60938,3450,852,929,860,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2169,1.51E+12,63,0.122940399,0.675219732,1,0.176461642,14518.73601,2562,602,638,610,30.0304
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2243,1.51E+12,63,0.16963732,0.759660092,1,0.191746615,11233.57509,2154,608,674,632,32.4698
15,México,104,Tlalnepantla de Baz,1,Total AGEB urbana,2309,1.51E+12,63,0.145196053,0.799757426,1,1.801732474,6.660256265,12,4,7,4,28.5355
15,México,104,Tlalnepantla de Baz,105,Total AGEB urbana,2277,1.51E+12,63,0.189891733,0.556162863,1,0.938978042,10415.57902,9780,2292,2553,2292,30.371
15,México,106,Toluca,1,Total AGEB urbana,307,1.51E+12,63,0.277049313,0.302254018,1,0.61792179,7363.391407,4550,1217,1521,1278,27.234
15,México,106,Toluca,1,Total AGEB urbana,330,1.51E+12,63,0.277049313,0.302254018,1,0.776792337,6131.625882,4763,1175,1368,1216,27.234
15,México,106,Toluca,1,Total AGEB urbana,345,1.51E+12,63,0.181253392,0.462439658,1,0.335018026,11115.81978,3724,1028,1296,1095,29.4054
15,México,106,Toluca,1,Total AGEB urbana,035A,151060001035A,63,0.277049313,0.302254018,1,0.737935343,7438.321057,5489,1160,1238,1171,27.234
15,México,106,Toluca,1,Total AGEB urbana,379,1.51E+12,63,0.277049313,0.302254018,1,0.351440428,16628.70729,5844,1408,1666,1500,27.234
15,México,106,Toluca,1,Total AGEB urbana,383,1.51E+12,63,0.277049313,0.302254018,1,0.281380708,7644.447315,2151,552,768,575,27.234
15,México,106,Toluca,1,Total AGEB urbana,398,1.51E+12,63,0.169735637,0.721071459,1,0.507355098,5849.946143,2968,888,1196,920,28.3024
15,México,106,Toluca,1,Total AGEB urbana,400,1.51E+12,63,0.277049313,0.302254018,1,0.368377851,7986.365059,2942,811,994,842,27.234
15,México,106,Toluca,1,Total AGEB urbana,415,1.51E+12,63,0.170309253,0.512420947,1,1.041349006,2287.417558,2382,645,837,694,29.85606667
15,México,106,Toluca,1,Total AGEB urbana,042A,151060001042A,63,0.169735637,0.721071459,1,0.434501644,7719.188279,3354,947,1200,973,28.3024
15,México,106,Toluca,1,Total AGEB urbana,434,1.51E+12,63,0.169735637,0.721071459,1,0.528051183,6758.814513,3569,1054,1271,1060,28.3024
15,México,106,Toluca,1,Total AGEB urbana,449,1.51E+12,63,0.169735637,0.721071459,1,0.573962105,7462.16512,4283,1250,1579,1277,28.3024
15,México,106,Toluca,1,Total AGEB urbana,453,1.51E+12,63,0.169735637,0.721071459,1,0.61791544,2736.620402,1691,525,790,557,28.3024
15,México,106,Toluca,1,Total AGEB urbana,487,1.51E+12,63,0.169735637,0.721071459,1,0.581998867,5893.482266,3430,1049,1300,1071,28.3024
15,México,106,Toluca,1,Total AGEB urbana,491,1.51E+12,63,0.169735637,0.721071459,1,0.450707863,7117.692558,3208,942,1191,978,28.3024
15,México,106,Toluca,1,Total AGEB urbana,504,1.51E+12,63,0.169735637,0.721071459,1,0.390952986,10566.48791,4131,1185,1461,1222,28.3024
15,México,106,Toluca,1,Total AGEB urbana,519,1.51E+12,63,0.164837183,0.537411591,1,0.617723613,2562.634756,1583,436,577,481,30.0814
15,México,106,Toluca,1,Total AGEB urbana,523,1.51E+12,63,0.169735637,0.721071459,1,0.412781208,9043.53185,3733,1049,1242,1114,28.3024
15,México,106,Toluca,1,Total AGEB urbana,538,1.51E+12,63,0.169735637,0.721071459,1,0.380764689,5609.763889,2136,614,730,627,28.3024
15,México,106,Toluca,1,Total AGEB urbana,542,1.51E+12,63,0.169735637,0.721071459,1,0.45399298,5059.549603,2297,645,777,672,28.3024
15,México,106,Toluca,1,Total AGEB urbana,557,1.51E+12,63,0.164837183,0.537411591,1,0.534679442,7163.17049,3830,962,1151,1021,30.0814
15,México,106,Toluca,1,Total AGEB urbana,561,1.51E+12,63,0.169735637,0.721071459,1,0.592784337,9500.925795,5632,1390,1674,1415,28.3024
15,México,106,Toluca,1,Total AGEB urbana,576,1.51E+12,63,0.169735637,0.721071459,1,0.357666668,9539.608529,3412,977,1161,1008,28.3024
15,México,106,Toluca,1,Total AGEB urbana,580,1.51E+12,63,0.169735637,0.721071459,1,0.448043925,3847.837015,1724,497,665,556,28.3024
15,México,106,Toluca,1,Total AGEB urbana,595,1.51E+12,63,0.169735637,0.721071459,1,0.385121429,3967.579798,1528,424,607,453,28.3024
15,México,106,Toluca,1,Total AGEB urbana,608,1.51E+12,63,0.169735637,0.721071459,1,0.312243366,9406.124586,2937,811,1062,841,28.3024
15,México,106,Toluca,1,Total AGEB urbana,631,1.51E+12,63,0.169735637,0.721071459,1,0.685801102,3874.30115,2657,710,834,733,28.3024
15,México,106,Toluca,1,Total AGEB urbana,646,1.51E+12,63,0.169735637,0.721071459,1,0.580825331,10705.45596,6218,1549,1816,1591,28.3024
15,México,106,Toluca,1,Total AGEB urbana,699,1.51E+12,62.5,0.277049313,0.302254018,1,2.46698205,1926.240201,4752,1084,1255,1130,27.234
15,México,106,Toluca,1,Total AGEB urbana,701,1.51E+12,63,0.277049313,0.302254018,1,0.944160902,6675.768915,6303,1442,1694,1500,27.234
15,México,106,Toluca,1,Total AGEB urbana,754,1.51E+12,63,0.277049313,0.302254018,1,0.545880643,11749.82128,6414,1507,1752,1546,27.234
15,México,106,Toluca,1,Total AGEB urbana,788,1.51E+12,63,0.181253392,0.462439658,1,0.765719014,6713.951078,5141,1207,1433,1241,29.4054
15,México,106,Toluca,1,Total AGEB urbana,824,1.51E+12,63,0.195073244,0.550077314,1,2.677612729,364.5037946,976,225,251,225,29.6315
15,México,106,Toluca,1,Total AGEB urbana,858,1.51E+12,63,0.164837183,0.537411591,1,0.583203936,9588.412661,5592,1323,1494,1358,30.0814
15,México,106,Toluca,1,Total AGEB urbana,862,1.51E+12,63,0.164837183,0.537411591,1,1.33070092,7486.280236,9962,2291,2619,2366,30.0814
15,México,106,Toluca,1,Total AGEB urbana,896,1.51E+12,63,0.164837183,0.537411591,1,1.106347826,7572.66368,8378,1978,2184,2002,30.0814
15,México,106,Toluca,1,Total AGEB urbana,909,1.51E+12,63,0.25432857,0.304369256,1,0.306626149,15876.01062,4868,1042,1134,1053,27.4188
15,México,106,Toluca,1,Total AGEB urbana,913,1.51E+12,63,0.25432857,0.304369256,1,0.373411673,11397.60835,4256,978,1043,986,27.4188
15,México,106,Toluca,1,Total AGEB urbana,1023,1.51E+12,63,0.221340404,0.329933796,1,0.961003694,3420.382272,3287,854,1095,879,27.75488
15,México,106,Toluca,1,Total AGEB urbana,1038,1.51E+12,63,0.22555446,0.381502236,1,0.377256998,1691.154843,638,148,192,155,28.871
15,México,106,Toluca,1,Total AGEB urbana,1061,1.51E+12,63,0.22555446,0.381502236,1,0.490286299,9053.893631,4439,1158,1517,1199,28.871
15,México,106,Toluca,1,Total AGEB urbana,1254,1.51E+12,62.5,0.277049313,0.302254018,1,0.577542745,5888.741616,3401,707,749,719,27.234
15,México,106,Toluca,1,Total AGEB urbana,156A,151060001156A,63,0.181253392,0.462439658,1,0.326131254,14380.71311,4690,1290,1643,1309,29.4054
15,México,106,Toluca,1,Total AGEB urbana,1625,1.51E+12,62,0.246923692,0.267269817,1,0.790168868,1407.294118,1112,259,307,264,27.78826667
15,México,106,Toluca,1,Total AGEB urbana,163A,151060001163A,62,0.246923692,0.267269817,1,0.655753271,324.8172896,213,45,57,48,27.78826667
15,México,106,Toluca,1,Total AGEB urbana,1663,1.51E+12,63,0.231860881,0.249777717,1,0.299574522,3434.87154,1029,249,271,252,28.0654
15,México,106,Toluca,1,Total AGEB urbana,1678,1.51E+12,63,0.169735637,0.721071459,1,0.282011257,4283.516948,1208,313,393,317,28.3024
15,México,106,Toluca,1,Total AGEB urbana,1682,1.51E+12,63,0.164837183,0.537411591,1,0.8561936,7143.244235,6116,1464,1620,1490,30.0814
15,México,106,Toluca,1,Total AGEB urbana,1856,1.51E+12,63,0.234241596,0.232149381,1,0.733399391,8752.393419,6419,1524,1677,1531,27.618
15,México,106,Toluca,1,Total AGEB urbana,1860,1.51E+12,63,0.234241596,0.232149381,1,0.584036593,9103.881606,5317,1248,1360,1256,27.618
15,México,106,Toluca,1,Total AGEB urbana,188A,151060001188A,63,0.181253392,0.462439658,1,0.654126488,8400.515951,5495,1371,1674,1427,29.4054
15,México,106,Toluca,1,Total AGEB urbana,1894,1.51E+12,63,0.181253392,0.462439658,1,0.51579541,11533.64276,5949,1419,1576,1446,29.4054
15,México,106,Toluca,1,Total AGEB urbana,1907,1.51E+12,63,0.327463574,0.205785413,1,0.98811116,7339.255233,7252,1663,1845,1684,26.409
15,México,106,Toluca,1,Total AGEB urbana,1911,1.51E+12,63,0.25432857,0.304369256,1,0.754853403,7556.434103,5704,1528,1791,1557,27.4188
15,México,106,Toluca,1,Total AGEB urbana,1926,1.51E+12,63,0.25432857,0.304369256,1,0.320364832,10097.86241,3235,747,890,773,27.4188
15,México,106,Toluca,1,Total AGEB urbana,1930,1.51E+12,63,0.25432857,0.304369256,1,0.340784589,10610.80846,3616,782,916,821,27.4188
15,México,106,Toluca,1,Total AGEB urbana,1945,1.51E+12,63,0.25432857,0.304369256,1,0.394663398,8280.473984,3268,750,935,761,27.4188
15,México,106,Toluca,1,Total AGEB urbana,1979,1.51E+12,63,0.25432857,0.304369256,1,0.508890514,8306.305347,4227,1017,1144,1038,27.4188
15,México,106,Toluca,1,Total AGEB urbana,1983,1.51E+12,63,0.25432857,0.304369256,1,0.592307316,11542.99435,6837,1587,1788,1621,27.4188
15,México,106,Toluca,1,Total AGEB urbana,1998,1.51E+12,63,0.169735637,0.721071459,1,0.485677992,11318.19865,5497,1289,1473,1327,28.3024
15,México,106,Toluca,1,Total AGEB urbana,2017,1.51E+12,63,0.169735637,0.721071459,1,0.410066162,10437.34011,4280,990,1135,1024,28.3024
15,México,106,Toluca,1,Total AGEB urbana,2036,1.51E+12,63,0.169735637,0.721071459,1,0.249516091,11410.08577,2847,685,868,754,28.3024
15,México,106,Toluca,1,Total AGEB urbana,206A,151060001206A,63,0.169735637,0.721071459,1,0.275405135,9640.343123,2655,615,704,624,28.3024
15,México,106,Toluca,1,Total AGEB urbana,2089,1.51E+12,63,0.169735637,0.721071459,1,0.384159009,9699.108735,3726,938,1124,957,28.3024
15,México,106,Toluca,1,Total AGEB urbana,2106,1.51E+12,63,0.277049313,0.302254018,1,0.497938563,7428.627298,3699,867,1042,911,27.234
15,México,106,Toluca,1,Total AGEB urbana,213A,151060001213A,63,0.164837183,0.537411591,1,0.260219512,6924.922682,1802,443,523,470,30.0814
15,México,106,Toluca,1,Total AGEB urbana,2248,1.51E+12,58,0.25432857,0.304369256,1,0.589669484,4383.81173,2585,663,794,677,27.4188
15,México,106,Toluca,1,Total AGEB urbana,2303,1.51E+12,63,0.181253392,0.462439658,1,0.422503725,2463.883602,1041,238,287,242,29.4054
15,México,106,Toluca,1,Total AGEB urbana,2360,1.51E+12,63,0.220500667,0.56270183,1,0.4799347,2812.882667,1350,330,411,333,29.325
15,México,106,Toluca,1,Total AGEB urbana,245A,151060001245A,61.125,0.25432857,0.304369256,1,1.848502612,1073.84214,1985,456,511,476,27.4188
15,México,106,Toluca,1,Total AGEB urbana,2572,1.51E+12,63,0.23421196,0.238450278,1,0.883179309,5397.54493,4767,987,1089,1017,28.31212
15,México,106,Toluca,1,Total AGEB urbana,2587,1.51E+12,63,0.244627413,0.255817143,1,1.096933079,6042.301148,6628,1370,1521,1403,28.01175
15,México,106,Toluca,1,Total AGEB urbana,2619,1.51E+12,63,0.220500667,0.56270183,1,0.187827907,8481.167834,1593,508,839,508,29.325
15,México,106,Toluca,1,Total AGEB urbana,2623,1.51E+12,63,0.220500667,0.56270183,1,0.761029601,6412.365557,4880,1102,1217,1120,29.325
15,México,106,Toluca,1,Total AGEB urbana,2642,1.51E+12,63,0.351841909,0.172924132,1,0.559222394,3528.113359,1973,468,595,488,26.0724
15,México,106,Toluca,1,Total AGEB urbana,2657,1.51E+12,62,0.277049313,0.302254018,1,0.353552552,1549.981739,548,123,145,127,27.234
15,México,106,Toluca,1,Total AGEB urbana,2676,1.51E+12,63,0.238316371,0.257274331,1,1.839227312,836.7644338,1539,340,440,372,27.94662857
15,México,106,Toluca,1,Total AGEB urbana,277A,151060001277A,63,0.22832438,0.261622543,1,1.264254854,2256.665253,2853,607,661,613,28.80273333
15,México,106,Toluca,1,Total AGEB urbana,2799,1.51E+12,63,0.234241596,0.232149381,1,0.215090432,7792.07137,1676,544,691,557,27.618
15,México,106,Toluca,1,Total AGEB urbana,2816,1.51E+12,63,0.25432857,0.304369256,1,0.666679909,1951.461236,1301,290,386,292,27.4188
15,México,106,Toluca,1,Total AGEB urbana,3072,1.51E+12,63,0.237738578,0.221459121,1,0.804362375,4930.613521,3966,807,875,817,28.6822
15,México,106,Toluca,1,Total AGEB urbana,3087,1.51E+12,63,0.209495985,0.341949389,1,0.664678321,6764.174277,4496,942,1052,956,29.0438
15,México,106,Toluca,1,Total AGEB urbana,3091,1.51E+12,63,0.277049313,0.302254018,1,1.056968972,2631.108455,2781,641,838,685,27.234
15,México,106,Toluca,1,Total AGEB urbana,3104,1.51E+12,63,0.277049313,0.302254018,1,0.667298259,6437.900806,4296,1107,1361,1144,27.234
15,México,106,Toluca,1,Total AGEB urbana,3119,1.51E+12,63,0.181253392,0.462439658,1,0.773047613,4721.572044,3650,804,899,817,29.4054
15,México,106,Toluca,1,Total AGEB urbana,3138,1.51E+12,63,0.181253392,0.462439658,1,0.97471088,2252.975776,2196,563,807,618,29.4054
15,México,106,Toluca,1,Total AGEB urbana,3157,1.51E+12,63,0.181253392,0.462439658,1,0.727622662,7508.012443,5463,1330,1558,1347,29.4054
15,México,106,Toluca,1,Total AGEB urbana,3161,1.51E+12,63,0.220500667,0.56270183,1,0.546368855,2946.727262,1610,450,587,453,29.325
15,México,106,Toluca,1,Total AGEB urbana,3176,1.51E+12,63,0.220500667,0.56270183,1,0.991070961,4371.02909,4332,1243,1765,1249,29.325
15,México,106,Toluca,1,Total AGEB urbana,3180,1.51E+12,63,0.220500667,0.56270183,1,0.423591623,13699.51548,5803,1654,2488,1658,29.325
15,México,106,Toluca,1,Total AGEB urbana,3195,1.51E+12,63,0.277049313,0.302254018,1,0.368723416,7463.588922,2752,701,792,707,27.234
15,México,106,Toluca,1,Total AGEB urbana,3208,1.51E+12,63,0.277049313,0.302254018,1,0.278479588,12661.61021,3526,962,1164,979,27.234
15,México,106,Toluca,1,Total AGEB urbana,3227,1.51E+12,63,0.181253392,0.462439658,1,0.826542755,2754.848417,2277,673,875,719,29.4054
15,México,106,Toluca,1,Total AGEB urbana,3231,1.51E+12,63,0.181253392,0.462439658,1,0.321248033,11209.40715,3601,1233,1725,1252,29.4054
15,México,106,Toluca,1,Total AGEB urbana,3246,1.51E+12,63,0.181253392,0.462439658,1,0.410092905,5072.021418,2080,486,569,492,29.4054
15,México,106,Toluca,1,Total AGEB urbana,3250,1.51E+12,63,0.181253392,0.462439658,1,1.423244616,1346.219742,1916,404,503,439,29.4054
15,México,106,Toluca,1,Total AGEB urbana,3265,1.51E+12,63,0.173957299,0.495760517,1,2.24029392,459.3147313,1029,255,306,263,29.70584444
15,México,106,Toluca,1,Total AGEB urbana,327A,151060001327A,63,0.220500667,0.56270183,1,1.064619813,6916.083948,7363,1871,2433,1988,29.325
15,México,106,Toluca,1,Total AGEB urbana,3284,1.51E+12,63,0.202094166,0.71276932,1,0.783182325,5897.732689,4619,1019,1479,1245,30.2468
15,México,106,Toluca,1,Total AGEB urbana,3299,1.51E+12,63,0.220500667,0.56270183,1,1.115363355,1923.140106,2145,577,885,586,29.325
15,México,106,Toluca,1,Total AGEB urbana,3301,1.51E+12,63,0.202094166,0.71276932,1,0.508771791,11557.24454,5880,1753,2450,1759,30.2468
15,México,106,Toluca,1,Total AGEB urbana,3316,1.51E+12,63,0.202094166,0.71276932,1,0.879390329,2607.488305,2293,514,613,515,30.2468
15,México,106,Toluca,1,Total AGEB urbana,3320,1.51E+12,63,0.25432857,0.304369256,1,0.223947512,14271.20121,3196,695,778,714,27.4188
15,México,106,Toluca,1,Total AGEB urbana,334A,151060001334A,63,0.25432857,0.304369256,1,0.647877777,4571.849975,2962,703,820,715,27.4188
15,México,106,Toluca,1,Total AGEB urbana,3354,1.51E+12,63,0.25432857,0.304369256,1,0.277330648,14542.2081,4033,857,993,897,27.4188
15,México,106,Toluca,1,Total AGEB urbana,3373,1.51E+12,63,0.169735637,0.721071459,1,0.351661644,9241.838152,3250,743,919,768,28.3024
15,México,106,Toluca,1,Total AGEB urbana,3388,1.51E+12,63,0.169735637,0.721071459,1,0.316086252,8950.088722,2829,667,816,685,28.3024
15,México,106,Toluca,1,Total AGEB urbana,3405,1.51E+12,63,0.234241596,0.232149381,1,0.329902297,1900.562702,627,221,285,222,27.618
15,México,106,Toluca,1,Total AGEB urbana,341A,151060001341A,63,0.185862127,0.598840939,1,0.465548552,1376.870355,641,180,233,182,28.1313
15,México,106,Toluca,1,Total AGEB urbana,3496,1.51E+12,63,0.219332061,0.445362611,1,1.968636386,2069.960725,4075,945,1120,958,29.49108889
15,México,106,Toluca,1,Total AGEB urbana,3532,1.51E+12,62,0.231860881,0.249777717,1,0.713804664,865.7830793,618,131,156,136,28.0654
15,México,106,Toluca,1,Total AGEB urbana,3547,1.51E+12,63,0.214365166,0.612724327,1,1.363944522,564.5390904,770,185,236,188,29.63226667
15,México,106,Toluca,1,Total AGEB urbana,3551,1.51E+12,63,0.220500667,0.56270183,1,0.069653143,27148.8109,1891,492,676,495,29.325
15,México,106,Toluca,1,Total AGEB urbana,3570,1.51E+12,63,0.181253392,0.462439658,1,0.477718006,2493.102594,1191,278,327,281,29.4054
15,México,106,Toluca,1,Total AGEB urbana,3585,1.51E+12,63,0.200081787,0.382112812,1,0.571516643,2169.665598,1240,264,304,271,29.16433333
15,México,106,Toluca,1,Total AGEB urbana,3693,1.51E+12,63,0.234241596,0.232149381,1,0.13223694,1293.133371,171,37,47,37,27.618
15,México,106,Toluca,1,Total AGEB urbana,3706,1.51E+12,63,0.288489212,0.129656116,1,0.806611291,1021.557731,824,194,258,195,26.681
15,México,106,Toluca,1,Total AGEB urbana,3710,1.51E+12,63,0.234241596,0.232149381,1,0.640350322,4355.428432,2789,635,749,642,27.618
15,México,106,Toluca,1,Total AGEB urbana,3763,1.51E+12,63,0.351841909,0.172924132,1,0.880381502,669.0281411,589,121,149,122,26.0724
15,México,106,Toluca,43,Total AGEB urbana,1729,1.51E+12,58,0.288489212,0.129656116,1,0.722703447,7841.390576,5667,1273,1417,1291,26.681
15,México,106,Toluca,43,Total AGEB urbana,1733,1.51E+12,58,0.288489212,0.129656116,1,1.115236333,4592.748503,5122,1187,1359,1208,26.681
15,México,106,Toluca,43,Total AGEB urbana,2820,1.51E+12,58,0.25432857,0.304369256,1,0.424905601,830.7727634,353,73,93,81,27.4188
15,México,106,Toluca,44,Total AGEB urbana,1752,1.51E+12,62,0.324400342,0.172924132,1,0.851292338,4992.409552,4250,904,1052,943,26.892
15,México,106,Toluca,50,Total AGEB urbana,1184,1.51E+12,48,0.200627454,0.472484218,1,1.288775302,5232.099025,6743,1478,1714,1483,29.2862
15,México,106,Toluca,50,Total AGEB urbana,3513,1.51E+12,59.2,0.200627454,0.472484218,1,0.81156106,964.8072569,783,171,206,173,29.2862
15,México,106,Toluca,50,Total AGEB urbana,3636,1.51E+12,48,0.200627454,0.472484218,1,0.798912813,763.5376356,610,130,174,133,29.2862
15,México,106,Toluca,51,Total AGEB urbana,2731,1.51E+12,46.66666667,0.293189854,0.248133123,1,2.538348296,935.6478004,2375,500,580,501,27.82165455
15,México,106,Toluca,55,Total AGEB urbana,3655,1.51E+12,62,0.247399928,0.213903007,1,1.524693748,2832.044143,4318,875,957,887,28.6444
15,México,106,Toluca,62,Total AGEB urbana,1767,1.51E+12,62,0.237738578,0.221459121,1,1.516343794,3613.296681,5479,1107,1229,1114,28.6822
