ENTIDAD,MUN,LOC,AGEB, LUCES , NDVI , ZURBANA , AREA , DENSIDAD , TEMPERATURA ,POBTOT,TOTHOG,VIVTOT,TVIVHAB
15,33,1,1932, 62.00 , 0.14 , 0.56 , 0.42 ," 20,355.37 ", 32.29 ,8620,2185,2444,2218
15,33,1,1947, 61.00 , 0.14 , 0.56 , 0.40 ," 10,351.03 ", 32.29 ,4177,1041,1142,1074
15,33,1,1951, 60.00 , 0.14 , 0.56 , 0.43 ," 10,264.35 ", 32.29 ,4392,1024,1105,1044
15,33,1,1966, 62.00 , 0.10 , 0.73 , 0.53 ," 16,935.90 ", 33.14 ,9032,2166,2447,2217
15,33,1,1970, 60.00 , 0.10 , 0.73 , 0.50 ," 18,967.94 ", 33.14 ,9442,2337,2653,2355
15,33,1,1985, 63.00 , 0.20 , 0.62 , 0.44 ," 7,496.46 ", 32.29 ,3313,851,1194,851
15,33,1,199A, 63.00 , 0.38 , 0.20 , 0.39 ," 12,822.37 ", 26.71 ,4999,1267,1523,1310
15,33,1,2004, 62.00 , 0.16 , 0.39 , 0.23 ," 11,460.97 ", 33.32 ,2646,642,816,668
15,33,1,2023, 62.00 , 0.16 , 0.39 , 0.17 ," 16,686.77 ", 33.32 ,2798,684,778,695
15,33,1,2042, 62.00 , 0.08 , 0.75 , 0.28 ," 12,640.19 ", 31.64 ,3533,811,926,835
15,33,1,2061, 62.00 , 0.16 , 0.39 , 0.41 ," 18,197.02 ", 33.32 ,7536,1819,1932,1836
15,33,1,2076, 62.00 , 0.16 , 0.39 , 0.40 ," 20,043.90 ", 33.32 ,8031,2075,2316,2083
15,33,1,2080, 62.00 , 0.16 , 0.39 , 0.22 ," 14,662.66 ", 33.32 ,3291,816,860,820
15,33,1,2095, 62.00 , 0.16 , 0.39 , 0.36 ," 16,364.15 ", 33.32 ,5842,1493,1675,1506
15,33,1,2112, 62.50 , 0.12 , 0.75 , 0.66 ," 18,177.99 ", 32.11 ,11943,3182,4023,3267
15,33,1,2150, 62.00 , 0.18 , 0.59 , 0.31 ," 22,352.73 ", 31.89 ,7037,1615,1823,1633
15,33,1,2199, 62.00 , 0.19 , 0.53 , 0.35 ," 16,327.99 ", 31.23 ,5763,1397,1496,1405
15,33,1,2201, 62.00 , 0.19 , 0.53 , 0.30 ," 25,928.24 ", 31.23 ,7878,1902,2071,1913
15,33,1,2216, 62.00 , 0.19 , 0.53 , 1.03 ," 10,973.90 ", 31.23 ,11295,2566,2911,2602
15,33,1,224A, 63.00 , 0.19 , 0.56 , 0.25 ," 20,849.29 ", 30.37 ,5226,1335,1389,1337
15,33,1,2269, 62.00 , 0.16 , 0.39 , 0.20 ," 19,731.74 ", 33.32 ,3951,934,1006,938
15,33,1,2273, 62.00 , 0.16 , 0.39 , 0.53 ," 7,096.84 ", 33.32 ,3784,895,1020,898
15,33,1,2288, 62.00 , 0.16 , 0.39 , 0.38 ," 18,784.90 ", 33.32 ,7104,1702,1854,1714
15,33,1,2292, 63.00 , 0.08 , 0.63 , 0.56 ," 14,343.30 ", 32.34 ,8045,1894,2083,1947
15,33,1,2305, 63.00 , 0.08 , 0.63 , 0.25 ," 18,508.32 ", 32.34 ,4659,1101,1208,1122
15,33,1,2339, 63.00 , 0.11 , 0.76 , 0.28 ," 11,777.52 ", 32.18 ,3250,798,940,837
15,33,1,2358, 62.00 , 0.08 , 0.63 , 0.27 ," 21,098.34 ", 32.34 ,5652,1438,1595,1446
15,33,1,2447, 62.00 , 0.18 , 0.59 , 0.36 ," 11,670.01 ", 31.89 ,4165,993,1069,1009
15,33,1,2485, 62.00 , 0.18 , 0.59 , 0.46 ," 7,721.37 ", 31.89 ,3575,880,980,889
15,33,1,2502, 63.00 , 0.12 , 0.75 , 0.12 ," 26,088.37 ", 32.11 ,3243,854,1100,860
15,33,1,2517, 63.00 , 0.12 , 0.75 , 0.05 ," 24,250.42 ", 32.11 ,1280,323,384,327
15,33,1,2574, 61.00 , 0.19 , 0.56 , 0.43 ," 16,383.22 ", 30.37 ,7042,1690,1881,1695
15,33,1,2593, 63.00 , 0.15 , 0.81 , 0.65 ," 7,723.57 ", 30.13 ,5044,1334,1837,1337
15,33,1,2610, 62.00 , 0.18 , 0.59 , 0.25 ," 9,578.52 ", 31.89 ,2381,646,1156,653
15,33,1,2697, 62.00 , 0.19 , 0.53 , 0.37 ," 18,449.41 ", 31.23 ,6854,1649,1914,1662
15,33,1,270A, 62.00 , 0.19 , 0.53 , 1.25 ," 4,010.03 ", 31.23 ,4995,1149,1285,1159
15,33,1,2752, 62.00 , 0.18 , 0.59 , 0.29 ," 5,998.66 ", 31.89 ,1763,403,460,419
15,33,1,2790, 63.00 , 0.08 , 0.63 , 0.56 ," 20,597.23 ", 32.34 ,11560,2977,3161,2984
15,33,1,2803, 63.00 , 0.08 , 0.63 , 0.61 ," 13,934.85 ", 32.34 ,8447,2122,2257,2146
15,33,1,2818, 62.00 , 0.08 , 0.63 , 0.24 ," 26,835.51 ", 32.34 ,6497,1730,1898,1740
15,33,1,2822, 62.00 , 0.08 , 0.63 , 0.29 ," 23,170.52 ", 32.34 ,6778,1874,2090,1904
15,33,1,2841, 63.00 , 0.11 , 0.76 , 0.42 ," 11,564.79 ", 32.18 ,4891,1237,1285,1242
15,33,1,2860, 62.00 , 0.10 , 0.73 , 0.14 ," 14,331.08 ", 33.14 ,1965,456,579,515
15,33,1,288A, 63.00 , 0.11 , 0.76 , 0.23 ," 17,249.00 ", 32.18 ,4037,961,1083,1015
15,33,1,2894, 63.00 , 0.11 , 0.76 , 0.21 ," 22,352.27 ", 32.18 ,4744,1246,1355,1302
15,33,1,2911, 62.00 , 0.10 , 0.73 , 0.30 ," 9,506.45 ", 33.14 ,2812,789,877,794
15,33,1,2945, 62.00 , 0.12 , 0.51 , 0.27 ," 21,617.54 ", 32.51 ,5919,1453,1573,1470
15,33,1,295A, 62.00 , 0.12 , 0.51 , 0.20 ," 26,622.49 ", 32.51 ,5316,1204,1340,1221
15,33,1,2979, 63.00 , 0.38 , 0.20 , 0.30 ," 15,365.32 ", 26.71 ,4561,1129,1230,1129
15,33,1,2983, 63.00 , 0.15 , 0.81 , 0.21 ," 16,937.09 ", 30.13 ,3557,873,936,884
15,33,1,3017, 63.00 , 0.15 , 0.81 , 0.29 ," 16,129.37 ", 30.13 ,4648,1107,1168,1110
15,33,1,3036, 62.00 , 0.12 , 0.75 , 0.27 ," 16,947.60 ", 32.11 ,4645,1122,1323,1148
15,33,1,3055, 60.00 , 0.12 , 0.75 , 0.26 ," 15,203.02 ", 32.11 ,3984,899,1047,937
15,33,1,306A, 62.67 , 0.15 , 0.81 , 0.32 ," 12,243.77 ", 30.13 ,3892,940,1001,950
15,33,1,3089, 63.00 , 0.08 , 0.75 , 0.20 ," 12,611.93 ", 31.64 ,2542,625,686,647
15,33,1,3110, 63.00 , 0.19 , 0.56 , 0.20 ," 19,162.17 ", 30.37 ,3880,935,1012,947
15,33,1,313A, 63.00 , 0.19 , 0.56 , 0.13 ," 26,082.74 ", 30.37 ,3434,828,888,834
15,33,1,3144, 63.00 , 0.19 , 0.56 , 0.14 ," 22,248.73 ", 30.37 ,3111,778,846,795
15,33,1,3159, 63.00 , 0.19 , 0.56 , 0.32 ," 13,577.53 ", 30.37 ,4372,1096,1209,1126
15,33,1,320A, 62.00 , 0.14 , 0.56 , 0.21 ," 27,518.68 ", 32.29 ,5667,1342,1537,1389
15,33,1,3229, 62.00 , 0.16 , 0.39 , 0.86 ," 4,719.51 ", 33.32 ,4074,987,1114,992
15,33,1,3233, 62.00 , 0.16 , 0.39 , 0.32 ," 20,511.78 ", 33.32 ,6514,1523,1625,1532
15,33,1,3248, 62.00 , 0.12 , 0.75 , 0.59 ," 8,646.72 ", 32.11 ,5105,1279,1454,1299
15,33,1,3252, 62.33 , 0.12 , 0.75 , 0.65 ," 7,120.61 ", 32.11 ,4606,1059,1177,1074
15,33,1,3267, 62.00 , 0.18 , 0.59 , 0.18 ," 20,949.85 ", 31.89 ,3705,938,1077,958
15,33,1,3271, 62.00 , 0.18 , 0.59 , 0.23 ," 13,609.42 ", 31.89 ,3178,732,837,740
15,33,1,3318, 62.00 , 0.19 , 0.53 , 0.19 ," 19,438.00 ", 31.23 ,3790,899,979,902
15,33,1,3322, 62.00 , 0.19 , 0.53 , 0.20 ," 18,717.92 ", 31.23 ,3718,910,979,910
15,33,1,3337, 62.00 , 0.19 , 0.53 , 0.17 ," 28,415.32 ", 31.23 ,4900,1116,1215,1121
15,33,1,338A, 63.00 , 0.08 , 0.75 , 0.43 ," 14,323.11 ", 31.64 ,6105,1372,1520,1409
15,33,1,3407, 63.00 , 0.19 , 0.56 , 0.33 ," 3,830.57 ", 30.37 ,1266,317,352,318
15,33,1,3426, 63.00 , 0.08 , 0.75 , 0.36 ," 11,702.77 ", 31.64 ,4200,1002,1074,1008
15,33,1,3445, 62.00 , 0.18 , 0.59 , 0.42 ," 3,060.01 ", 31.89 ,1297,289,375,295
15,33,1,345A, 62.00 , 0.18 , 0.59 , 1.08 ," 4,552.91 ", 31.89 ,4901,1195,1420,1230
15,33,1,3464, 62.00 , 0.16 , 0.64 , 1.40 ," 3,127.50 ", 31.97 ,4385,1060,1283,1068
15,33,1,3500, 62.00 , 0.08 , 0.75 , 0.41 ," 15,408.87 ", 31.64 ,6317,1527,1683,1549
15,33,1,3515, 62.00 , 0.08 , 0.75 , 0.37 ," 19,610.43 ", 31.64 ,7341,1837,1965,1848
15,33,1,3534, 63.00 , 0.08 , 0.63 , 0.58 ," 7,359.68 ", 32.34 ,4235,1176,1381,1181
15,33,1,3549, 62.00 , 0.08 , 0.63 , 0.71 ," 7,948.35 ", 32.34 ,5619,1442,1625,1454
15,33,1,3568, 62.00 , 0.08 , 0.63 , 0.11 ," 26,345.22 ", 32.34 ,2791,756,802,763
15,33,1,3572, 63.00 , 0.08 , 0.75 , 1.04 ," 4,135.29 ", 31.64 ,4314,1086,1174,1097
15,33,1,3587, 63.00 , 0.08 , 0.63 , 0.34 ," 17,518.92 ", 32.34 ,5942,1555,1702,1579
15,33,1,3604, 63.00 , 0.08 , 0.75 , 0.23 ," 18,000.64 ", 31.64 ,4121,922,985,931
15,33,1,3623, 63.00 , 0.08 , 0.75 , 0.37 ," 14,219.09 ", 31.64 ,5288,1183,1339,1205
15,33,1,3638, 63.00 , 0.19 , 0.56 , 0.31 ," 20,731.42 ", 30.37 ,6478,1519,1632,1522
15,33,1,3642, 63.00 , 0.19 , 0.56 , 0.30 ," 21,342.05 ", 30.37 ,6417,1569,1641,1589
15,33,1,3657, 63.00 , 0.19 , 0.56 , 0.40 ," 18,663.43 ", 30.37 ,7383,1779,1945,1856
15,33,1,3661, 62.00 , 0.16 , 0.39 , 0.24 ," 19,469.04 ", 33.32 ,4639,992,1050,998
15,33,1,3676, 62.00 , 0.16 , 0.39 , 0.25 ," 18,758.45 ", 33.32 ,4691,1091,1184,1108
15,33,1,3746, 62.60 , 0.19 , 0.56 , 0.99 ," 3,076.69 ", 30.37 ,3047,702,777,716
15,33,1,3835, 63.00 , 0.20 , 0.62 , 0.58 ," 6,365.30 ", 32.29 ,3688,971,1246,976
15,33,1,3869, 63.00 , 0.12 , 0.75 , 0.30 ," 19,125.54 ", 32.11 ,5799,1402,1635,1413
15,33,1,3873, 63.00 , 0.12 , 0.75 , 0.15 ," 24,259.66 ", 32.11 ,3709,1027,1499,1046
15,33,1,3892, 62.00 , 0.14 , 0.67 , 0.52 ," 12,198.61 ", 31.82 ,6329,1627,2173,1638
15,33,1,3905, 62.00 , 0.16 , 0.62 , 0.52 ," 8,914.81 ", 32.41 ,4599,1117,1600,1133
15,33,1,391A, 62.00 , 0.12 , 0.75 , 0.28 ," 15,491.48 ", 32.11 ,4304,1013,1221,1024
15,33,1,3939, 62.00 , 0.19 , 0.53 , 1.13 ," 6,011.09 ", 31.23 ,6816,1710,2177,1723
15,33,1,3943, 62.00 , 0.16 , 0.62 , 0.39 ," 9,215.02 ", 32.41 ,3608,935,1220,952
15,33,1,3962, 62.00 , 0.12 , 0.75 , 0.23 ," 16,473.57 ", 32.11 ,3738,909,1046,927
15,33,1,3977, 61.00 , 0.12 , 0.75 , 0.23 ," 24,022.63 ", 32.11 ,5545,1328,1605,1347
15,33,1,3981, 62.00 , 0.10 , 0.73 , 0.18 ," 19,266.48 ", 33.14 ,3415,985,1274,1037
15,33,1,4053, 63.00 , 0.19 , 0.56 , 0.19 ," 18,297.28 ", 30.37 ,3428,776,860,809
15,33,1,4068, 63.00 , 0.19 , 0.56 , 0.49 ," 4,888.68 ", 30.37 ,2396,567,592,567
15,33,1,4142, 63.00 , 0.15 , 0.81 , 0.44 ," 14,543.69 ", 30.13 ,6444,1708,2338,1714
15,33,1,4227, 63.00 , 0.20 , 0.59 , 0.61 ," 5,951.59 ", 31.30 ,3636,854,1038,860
15,33,1,4231, 63.00 , 0.20 , 0.59 , 0.33 ," 12,337.14 ", 31.30 ,4010,927,1131,936
15,33,1,4335, 62.00 , 0.16 , 0.39 , 0.21 ," 23,845.70 ", 33.32 ,4995,1330,1635,1350
15,33,1,434A, 62.00 , 0.16 , 0.39 , 0.61 ," 10,463.91 ", 33.32 ,6392,1582,2049,1625
15,33,1,4354, 63.00 , 0.20 , 0.59 , 0.37 ," 9,929.24 ", 31.30 ,3633,847,1031,863
15,33,1,4369, 63.00 , 0.16 , 0.61 , 0.21 ," 4,831.42 ", 31.32 ,1037,231,280,234
15,33,1,4373, 63.00 , 0.20 , 0.59 , 0.30 ," 10,190.06 ", 31.30 ,3044,672,782,677
15,33,1,4392, 61.00 , 0.19 , 0.56 , 0.22 ," 15,989.65 ", 30.37 ,3457,800,900,835
15,33,1,4405, 63.00 , 0.20 , 0.62 , 0.50 ," 7,365.14 ", 32.29 ,3693,813,922,821
15,33,1,441A, 63.00 , 0.20 , 0.59 , 0.52 ," 7,548.53 ", 31.30 ,3923,883,1145,888
15,33,1,4424, 63.00 , 0.20 , 0.62 , 0.38 ," 6,954.70 ", 32.29 ,2616,582,756,588
15,33,1,4439, 63.00 , 0.20 , 0.62 , 0.38 ," 8,142.65 ", 32.29 ,3072,708,817,709
15,33,1,4443, 63.00 , 0.20 , 0.59 , 0.42 ," 9,771.43 ", 31.30 ,4152,952,1124,957
15,33,1,4458, 63.00 , 0.20 , 0.62 , 0.70 ," 11,939.13 ", 32.29 ,8403,2052,2464,2065
15,33,1,4462, 63.00 , 0.20 , 0.59 , 0.40 ," 6,249.49 ", 31.30 ,2507,557,647,562
15,33,1,4477, 63.00 , 0.20 , 0.59 , 0.51 ," 7,851.53 ", 31.30 ,4002,905,1105,914
15,33,1,4481, 63.00 , 0.20 , 0.62 , 0.27 ," 2,164.98 ", 32.29 ,577,167,284,167
15,33,1,4496, 63.00 , 0.20 , 0.62 , 0.11 ," 21,657.72 ", 32.29 ,2407,608,802,620
15,33,1,4509, 63.00 , 0.20 , 0.59 , 0.63 ," 9,221.16 ", 31.30 ,5854,1532,1699,1534
15,33,1,4513, 63.00 , 0.20 , 0.59 , 0.32 ," 10,366.74 ", 31.30 ,3346,815,904,819
15,33,1,4528, 63.00 , 0.20 , 0.59 , 0.61 ," 6,586.82 ", 31.30 ,4047,999,1129,1001
15,33,1,4532, 63.00 , 0.17 , 0.70 , 0.38 ," 9,258.52 ", 30.71 ,3490,828,920,836
15,33,1,4547, 63.00 , 0.15 , 0.81 , 0.54 ," 7,935.58 ", 30.13 ,4290,1041,1142,1051
15,33,1,4551, 63.00 , 0.18 , 0.66 , 0.77 ," 5,733.76 ", 30.91 ,4407,1066,1212,1075
15,33,1,4566, 63.00 , 0.20 , 0.59 , 0.41 ," 13,193.18 ", 31.30 ,5441,1310,1446,1316
15,33,1,4570, 63.00 , 0.20 , 0.61 , 0.53 ," 8,037.14 ", 31.96 ,4228,1099,1250,1101
15,33,1,4585, 63.00 , 0.20 , 0.62 , 0.30 ," 5,934.23 ", 32.29 ,1782,423,501,423
15,33,1,4602, 63.00 , 0.15 , 0.81 , 0.33 ," 13,209.46 ", 30.13 ,4362,1145,1523,1147
15,33,1,4617, 63.00 , 0.12 , 0.75 , 0.31 ," 10,471.28 ", 32.11 ,3247,837,1106,838
15,33,1,4621, 63.00 , 0.18 , 0.59 , 0.39 ," 20,474.21 ", 31.89 ,8000,2124,2828,2135
15,33,1,466A, 63.00 , 0.12 , 0.75 , 0.26 ," 22,255.06 ", 32.11 ,5851,1519,1851,1540
15,33,1,4674, 63.00 , 0.15 , 0.81 , 0.42 ," 10,321.52 ", 30.13 ,4316,1078,1445,1093
15,33,1,4689, 63.00 , 0.12 , 0.75 , 0.22 ," 19,498.55 ", 32.11 ,4305,1101,1503,1113
15,33,1,4725, 62.00 , 0.12 , 0.75 , 0.31 ," 11,853.22 ", 32.11 ,3716,890,1198,920
15,33,1,4744, 62.00 , 0.12 , 0.75 , 0.17 ," 10,690.93 ", 32.11 ,1835,430,534,440
15,33,1,4759, 62.00 , 0.08 , 0.75 , 0.77 ," 5,249.92 ", 31.64 ,4018,951,1062,954
15,33,1,4782, 63.00 , 0.11 , 0.76 , 0.21 ," 17,146.46 ", 32.18 ,3675,929,981,930
15,33,1,4797, 63.00 , 0.19 , 0.56 , 0.34 ," 12,837.56 ", 30.37 ,4387,1097,1335,1172
15,33,1,480A, 63.00 , 0.11 , 0.76 , 0.50 ," 10,636.54 ", 32.18 ,5281,1370,1553,1384
15,33,1,4814, 62.00 , 0.18 , 0.59 , 0.21 ," 16,046.75 ", 31.89 ,3310,822,1079,836
15,33,1,4829, 62.00 , 0.18 , 0.59 , 0.29 ," 11,361.74 ", 31.89 ,3249,716,823,731
15,33,1,4886, 62.00 , 0.08 , 0.75 , 0.55 , 624.92 , 31.64 ,345,93,102,94
15,33,1,4890, 62.00 , 0.12 , 0.75 , 0.33 ," 9,159.90 ", 32.11 ,3008,822,1180,851
15,33,1,4903, 62.00 , 0.12 , 0.75 , 0.38 ," 16,220.30 ", 32.11 ,6169,1789,2742,1809
15,33,1,4918, 60.00 , 0.12 , 0.75 , 0.31 ," 18,262.14 ", 32.11 ,5716,1588,2317,1637
15,33,1,4922, 60.00 , 0.12 , 0.75 , 0.36 ," 14,245.69 ", 32.11 ,5156,1525,2653,1541
15,33,1,4937, 60.00 , 0.12 , 0.75 , 0.29 ," 20,377.83 ", 32.11 ,5966,1698,2436,1717
15,33,1,4941, 62.00 , 0.13 , 0.69 , 1.60 ," 1,738.95 ", 32.31 ,2782,789,1412,800
15,33,1,4994, 63.00 , 0.38 , 0.20 , 0.09 ," 1,727.14 ", 26.71 ,154,32,36,32
15,35,1,55, 55.00 , 0.21 , 0.42 , 0.70 ," 2,798.64 ", 30.42 ,1962,463,577,482
15,35,1,178, 55.00 , 0.21 , 0.42 , 0.25 ," 10,822.62 ", 30.42 ,2682,674,1175,688
15,35,1,182, 55.00 , 0.21 , 0.42 , 0.80 ," 6,064.94 ", 30.42 ,4826,1208,1839,1222
15,35,6,426, 62.00 , 0.25 , 0.41 , 0.76 ," 3,924.88 ", 30.22 ,2964,821,3905,829
15,35,8,197, 55.00 , 0.23 , 0.47 , 1.78 ," 2,068.72 ", 30.45 ,3688,840,1093,858
15,35,8,020A, 55.00 , 0.23 , 0.47 , 0.70 ," 3,631.54 ", 30.45 ,2543,579,676,583
15,35,9,233, 55.00 , 0.21 , 0.42 , 0.98 ," 2,974.69 ", 30.42 ,2928,661,771,669
15,35,12,163, 60.00 , 0.21 , 0.42 , 1.32 ," 3,164.85 ", 30.42 ,4168,874,1041,880
15,35,13,248, 58.00 , 0.24 , 0.15 , 1.66 ," 2,169.06 ", 31.52 ,3604,837,995,839
15,35,19,125, 60.00 , 0.21 , 0.42 , 0.28 ," 15,106.97 ", 30.42 ,4283,961,1225,983
15,35,27,252, 48.00 , 0.25 , 0.15 , 0.57 ," 7,425.22 ", 31.31 ,4257,1078,1937,1115
15,35,27,267, 48.00 , 0.25 , 0.15 , 0.51 ," 12,274.72 ", 31.31 ,6260,1596,3077,1626
15,35,27,286, 48.00 , 0.25 , 0.15 , 0.48 ," 11,343.94 ", 31.31 ,5469,1401,3084,1428
15,35,27,290, 48.00 , 0.25 , 0.15 , 0.42 ," 14,415.73 ", 31.31 ,6071,1579,3442,1604
15,35,27,303, 60.00 , 0.25 , 0.15 , 1.14 ," 1,405.19 ", 31.31 ,1600,428,991,428
15,35,27,318, 60.00 , 0.25 , 0.15 , 0.57 ," 9,249.64 ", 31.31 ,5288,1479,3333,1481
15,35,27,322, 60.00 , 0.25 , 0.22 , 0.70 ," 4,512.65 ", 31.15 ,3159,910,2471,911
15,35,27,337, 48.00 , 0.21 , 0.33 , 0.19 ," 9,042.77 ", 30.89 ,1679,450,1208,453
15,35,27,341, 48.00 , 0.26 , 0.38 , 0.09 ," 10,645.64 ", 29.69 ,1010,258,586,260
15,35,27,375, 48.00 , 0.25 , 0.15 , 0.17 ," 5,664.94 ", 31.31 ,978,284,1104,285
15,35,30,430, 48.00 , 0.21 , 0.33 , 1.10 ," 3,293.81 ", 30.89 ,3616,1061,6081,1062
15,36,1,86, 28.00 , 0.21 , 0.16 , 1.29 , 923.62 , 31.05 ,1188,284,344,284
15,36,1,283, 29.20 , 0.21 , 0.12 , 2.11 , 846.14 , 31.09 ,1784,425,471,426
15,36,1,298, 28.00 , 0.21 , 0.12 , 0.86 ," 1,176.33 ", 31.09 ,1017,239,277,239
15,36,6,194, 37.00 , 0.21 , 0.35 , 2.94 ," 1,500.89 ", 32.45 ,4420,1009,1135,1010
15,36,7,032A, 18.00 , 0.19 , 0.14 , 0.39 ," 2,417.10 ", 32.99 ,934,200,223,200
15,36,7,334, 27.00 , 0.19 , 0.14 , 0.61 ," 1,698.12 ", 32.99 ,1036,237,253,237
15,36,7,349, 18.00 , 0.19 , 0.14 , 0.46 ," 1,238.87 ", 32.99 ,569,127,138,127
15,36,9,230, 34.00 , 0.22 , 0.19 , 2.38 ," 1,535.22 ", 30.89 ,3656,820,967,820
15,36,9,245, 19.00 , 0.22 , 0.19 , 1.73 ," 1,890.11 ", 30.87 ,3265,696,816,697
15,36,9,025A, 34.00 , 0.21 , 0.19 , 0.43 ," 1,109.63 ", 30.43 ,476,101,119,101
15,37,1,384, 58.00 , 0.46 , 0.12 , 0.75 ," 5,125.09 ", 19.48 ,3833,925,1029,942
15,37,1,399, 58.00 , 0.40 , 0.18 , 0.75 ," 5,751.97 ", 21.00 ,4296,1021,1146,1029
15,37,1,577, 58.00 , 0.42 , 0.18 , 1.03 , 943.99 , 20.90 ,973,227,263,232
15,37,9,223, 63.00 , 0.27 , 0.43 , 0.45 ," 9,639.41 ", 22.04 ,4312,1055,1624,1373
15,37,9,238, 63.00 , 0.27 , 0.43 , 2.34 ," 6,133.91 ", 22.04 ,14331,3336,5188,4200
15,37,9,280, 63.00 , 0.27 , 0.43 , 0.25 ," 17,837.28 ", 22.04 ,4507,1052,1380,1240
15,37,18,435, 62.00 , 0.39 , 0.43 , 0.52 ," 4,006.94 ", 21.26 ,2064,522,602,531
15,37,18,044A, 62.00 , 0.33 , 0.43 , 0.47 ," 6,142.73 ", 23.44 ,2872,722,839,771
15,37,21,647, 58.00 , 0.48 , 0.12 , 1.21 ," 2,857.70 ", 19.68 ,3459,797,908,804
15,37,23,666, 50.00 , 0.40 , 0.18 , 1.98 ," 2,204.68 ", 21.00 ,4374,1045,1185,1047
15,37,25,261, 61.71 , 0.27 , 0.43 , 1.47 ," 6,818.15 ", 22.04 ,10013,2321,2657,2449
15,37,26,327, 61.00 , 0.40 , 0.18 , 1.20 ," 5,896.43 ", 21.00 ,7097,1630,1803,1671
15,37,71,64, 63.00 , 0.29 , 0.58 , 0.49 ," 18,697.16 ", 26.57 ,9094,2391,2491,2426
15,37,71,79, 63.00 , 0.29 , 0.58 , 0.86 ," 5,517.64 ", 26.57 ,4726,1330,1574,1369
15,37,71,83, 63.00 , 0.29 , 0.58 , 0.82 ," 2,883.30 ", 26.57 ,2371,633,748,660
15,37,71,98, 63.00 , 0.30 , 0.55 , 1.38 ," 3,493.55 ", 26.33 ,4838,1256,1638,1326
15,37,71,100, 63.00 , 0.30 , 0.53 , 0.96 ," 2,751.91 ", 26.19 ,2645,707,876,747
15,37,71,115, 63.00 , 0.33 , 0.44 , 1.09 ," 5,561.11 ", 25.62 ,6065,1581,1762,1614
15,37,71,134, 63.00 , 0.33 , 0.44 , 0.33 ," 16,146.90 ", 25.62 ,5381,1354,1648,1409
15,37,71,187, 63.00 , 0.29 , 0.58 , 0.30 ," 16,362.42 ", 26.57 ,4876,1369,1626,1425
15,37,71,191, 63.00 , 0.29 , 0.58 , 0.42 ," 18,066.05 ", 26.57 ,7586,1856,2164,1965
15,37,71,204, 63.00 , 0.29 , 0.58 , 0.26 ," 21,830.26 ", 26.57 ,5607,1265,1420,1342
15,37,71,242, 63.00 , 0.29 , 0.58 , 0.43 ," 8,789.08 ", 26.57 ,3756,1117,1345,1158
15,37,71,331, 63.00 , 0.29 , 0.58 , 0.66 ," 5,316.27 ", 26.57 ,3483,998,1211,1062
15,37,71,346, 63.00 , 0.29 , 0.58 , 0.57 ," 4,203.65 ", 26.57 ,2393,622,720,658
15,37,71,350, 63.00 , 0.29 , 0.58 , 0.59 ," 3,063.72 ", 26.57 ,1813,488,549,497
15,37,71,365, 63.00 , 0.29 , 0.58 , 1.02 ," 4,472.38 ", 26.57 ,4577,1157,1357,1205
15,37,71,037A, 63.00 , 0.24 , 0.72 , 0.55 ," 4,849.37 ", 26.93 ,2680,698,849,732
15,37,71,492, 63.00 , 0.27 , 0.43 , 0.31 ," 21,972.88 ", 22.04 ,6827,1692,1794,1706
15,37,71,524, 63.00 , 0.29 , 0.58 , 0.17 ," 20,036.39 ", 26.57 ,3392,856,928,858
15,37,71,558, 63.00 , 0.27 , 0.43 , 0.31 ," 4,855.76 ", 22.04 ,1523,347,425,382
15,37,71,670, 63.00 , 0.29 , 0.58 , 0.95 ," 5,680.96 ", 26.57 ,5374,1322,1564,1333
15,37,71,685, 63.00 , 0.29 , 0.58 , 0.60 ," 6,804.73 ", 26.57 ,4059,1030,1130,1048
15,37,71,721, 63.00 , 0.31 , 0.43 , 0.61 , 701.38 , 22.98 ,430,98,178,117
15,37,71,740, 63.00 , 0.37 , 0.58 , 4.32 , 318.70 , 25.05 ,1377,399,934,401
15,39,1,139, 63.00 , 0.11 , 0.69 , 0.85 ," 3,547.98 ", 31.90 ,3021,785,919,785
15,39,1,158, 63.00 , 0.17 , 0.60 , 0.37 ," 14,698.85 ", 31.26 ,5390,1266,1371,1267
15,39,1,213, 63.00 , 0.11 , 0.69 , 0.35 ," 10,458.56 ", 31.90 ,3646,903,999,928
15,39,1,232, 63.00 , 0.17 , 0.60 , 0.79 ," 9,623.05 ", 31.26 ,7574,1873,2088,1900
15,39,1,302, 63.00 , 0.11 , 0.69 , 0.55 ," 18,050.41 ", 31.90 ,9952,2551,2748,2580
15,39,1,567, 63.00 , 0.17 , 0.60 , 0.37 ," 13,843.67 ", 31.26 ,5157,1282,1369,1286
15,39,1,571, 63.00 , 0.11 , 0.69 , 0.25 ," 16,085.05 ", 31.90 ,4031,1068,1453,1075
15,39,1,586, 63.00 , 0.11 , 0.69 , 0.30 ," 23,528.54 ", 31.90 ,7077,1886,2436,1890
15,39,1,641, 63.00 , 0.12 , 0.55 , 0.29 ," 12,551.74 ", 31.95 ,3646,882,1044,899
15,39,1,656, 63.00 , 0.28 , 0.23 , 1.54 , 56.62 , 28.82 ,87,23,35,23
15,39,1,660, 63.00 , 0.25 , 0.27 , 2.00 , 454.47 , 29.80 ,910,238,375,241
15,39,1,675, 63.00 , 0.28 , 0.23 , 0.14 ," 11,818.01 ", 28.82 ,1712,406,461,410
