ENTIDAD,MUN,LOC,AGEB, LUCES , NDVI , ZURBANA , AREA , DENSIDAD , TEMPERATURA ,POBTOT,TOTHOG,VIVTOT,TVIVHAB
15,58,1,051A, 63.00 , 0.17 , 0.59 , 0.36 ," 22,519.43 ", 33.53 ,8211,2062,2213,2092
15,58,1,524, 63.00 , 0.17 , 0.59 , 0.46 ," 21,298.70 ", 33.53 ,9883,2550,2752,2568
15,58,1,539, 63.00 , 0.17 , 0.59 , 0.35 ," 23,754.73 ", 33.53 ,8318,2120,2282,2148
15,58,1,543, 63.00 , 0.08 , 0.61 , 0.30 ," 24,132.96 ", 32.41 ,7213,1884,1954,1905
15,58,1,558, 63.00 , 0.08 , 0.61 , 0.21 ," 26,149.82 ", 33.78 ,5446,1354,1459,1380
15,58,1,577, 63.00 , 0.17 , 0.59 , 0.27 ," 22,803.19 ", 33.53 ,6086,1594,1670,1594
15,58,1,581, 63.00 , 0.17 , 0.59 , 0.27 ," 23,555.96 ", 33.53 ,6283,1664,1722,1664
15,58,1,596, 63.00 , 0.17 , 0.59 , 0.32 ," 23,430.73 ", 33.53 ,7505,1863,2043,1884
15,58,1,609, 63.00 , 0.17 , 0.59 , 0.28 ," 26,152.70 ", 33.53 ,7283,1779,1898,1796
15,58,1,613, 63.00 , 0.17 , 0.59 , 0.33 ," 26,537.49 ", 33.53 ,8854,2250,2349,2258
15,58,1,628, 63.00 , 0.17 , 0.59 , 0.44 ," 21,579.64 ", 33.53 ,9472,2317,2427,2332
15,58,1,632, 63.00 , 0.17 , 0.59 , 0.33 ," 27,318.62 ", 33.53 ,9142,2298,2454,2342
15,58,1,651, 63.00 , 0.09 , 0.62 , 0.23 ," 27,057.30 ", 32.36 ,6356,1614,1681,1635
15,58,1,666, 63.00 , 0.08 , 0.61 , 0.29 ," 23,206.32 ", 33.78 ,6707,1711,1819,1746
15,58,1,069A, 63.00 , 0.08 , 0.61 , 0.29 ," 27,935.04 ", 33.78 ,8061,2044,2201,2082
15,58,1,702, 63.00 , 0.08 , 0.61 , 0.35 ," 26,879.71 ", 33.78 ,9416,2440,2599,2483
15,58,1,717, 63.00 , 0.08 , 0.61 , 0.35 ," 28,324.54 ", 33.78 ,9785,2411,2627,2471
15,58,1,721, 63.00 , 0.08 , 0.61 , 0.35 ," 23,820.48 ", 33.78 ,8249,2026,2222,2079
15,58,1,736, 63.00 , 0.17 , 0.59 , 0.31 ," 25,613.21 ", 33.53 ,8036,2034,2272,2083
15,58,1,740, 63.00 , 0.08 , 0.61 , 0.32 ," 21,450.99 ", 33.78 ,6915,1700,1832,1738
15,58,1,755, 63.00 , 0.17 , 0.59 , 0.30 ," 27,610.23 ", 33.53 ,8255,2053,2211,2092
15,58,1,076A, 63.00 , 0.17 , 0.59 , 0.41 ," 27,158.50 ", 33.53 ,11125,2734,2897,2757
15,58,1,774, 63.00 , 0.17 , 0.59 , 0.34 ," 22,590.42 ", 33.53 ,7618,1854,1972,1898
15,58,1,789, 63.00 , 0.08 , 0.61 , 0.31 ," 23,478.17 ", 33.85 ,7347,1808,1963,1852
15,58,1,793, 63.00 , 0.09 , 0.63 , 0.24 ," 25,530.37 ", 32.31 ,6185,1512,1614,1539
15,58,1,806, 63.00 , 0.09 , 0.63 , 0.29 ," 26,329.73 ", 32.31 ,7617,1897,2015,1914
15,58,1,810, 63.00 , 0.09 , 0.63 , 0.29 ," 26,392.07 ", 32.31 ,7721,1970,2064,1974
15,58,1,825, 63.00 , 0.09 , 0.63 , 0.23 ," 34,011.44 ", 32.31 ,7760,1991,2056,1991
15,58,1,083A, 63.00 , 0.08 , 0.61 , 0.36 ," 28,717.87 ", 33.85 ,10245,2545,2664,2572
15,58,1,844, 63.00 , 0.08 , 0.61 , 0.36 ," 23,122.46 ", 33.85 ,8326,2041,2127,2057
15,58,1,863, 63.00 , 0.09 , 0.63 , 0.25 ," 28,031.19 ", 32.31 ,7080,1752,1822,1769
15,58,1,878, 63.00 , 0.08 , 0.61 , 0.18 ," 25,513.04 ", 33.78 ,4472,1092,1230,1130
15,58,1,897, 63.00 , 0.08 , 0.61 , 0.31 ," 23,215.60 ", 33.78 ,7254,1831,1966,1874
15,58,1,090A, 63.00 , 0.08 , 0.61 , 0.36 ," 22,475.31 ", 33.78 ,7979,1968,2215,2010
15,58,1,914, 63.00 , 0.08 , 0.61 , 0.26 ," 22,454.78 ", 33.78 ,5851,1473,1590,1514
15,58,1,948, 63.00 , 0.17 , 0.59 , 0.31 ," 22,106.92 ", 33.53 ,6771,1673,1777,1699
15,58,1,952, 63.00 , 0.08 , 0.61 , 0.27 ," 25,924.83 ", 33.85 ,7026,1746,1862,1779
15,58,1,967, 63.00 , 0.12 , 0.60 , 0.32 ," 21,855.62 ", 33.69 ,6885,1755,1846,1783
15,58,1,971, 63.00 , 0.08 , 0.61 , 0.35 ," 24,367.28 ", 33.85 ,8611,2191,2327,2207
15,58,1,986, 63.00 , 0.08 , 0.61 , 0.34 ," 23,473.36 ", 33.85 ,8037,2014,2149,2050
15,58,1,990, 63.00 , 0.08 , 0.61 , 0.29 ," 23,037.15 ", 33.85 ,6693,1642,1733,1676
15,58,1,1005, 63.00 , 0.08 , 0.61 , 0.27 ," 16,976.53 ", 33.85 ,4595,1124,1196,1128
15,58,1,101A, 63.00 , 0.08 , 0.61 , 0.26 ," 16,102.71 ", 33.85 ,4125,1050,1137,1052
15,58,1,1024, 63.00 , 0.08 , 0.61 , 0.23 ," 23,693.36 ", 33.85 ,5361,1394,1495,1397
15,58,1,1039, 63.00 , 0.08 , 0.61 , 0.19 ," 24,562.47 ", 33.85 ,4672,1179,1277,1191
15,58,1,1062, 63.00 , 0.09 , 0.63 , 0.25 ," 21,071.15 ", 32.31 ,5209,1252,1340,1262
15,58,1,1077, 63.00 , 0.09 , 0.63 , 0.22 ," 27,096.20 ", 32.31 ,5948,1528,1634,1544
15,58,1,1081, 63.00 , 0.09 , 0.63 , 0.21 ," 22,390.81 ", 32.31 ,4616,1179,1264,1193
15,58,1,1109, 63.00 , 0.09 , 0.63 , 0.23 ," 22,914.36 ", 32.31 ,5292,1384,1521,1391
15,58,1,1151, 63.00 , 0.08 , 0.61 , 0.38 ," 24,870.36 ", 33.85 ,9535,2329,2471,2360
15,58,1,1166, 63.00 , 0.08 , 0.61 , 0.29 ," 28,717.74 ", 33.78 ,8373,2254,2428,2272
15,58,1,119A, 63.00 , 0.10 , 0.69 , 0.23 ," 23,024.42 ", 33.71 ,5351,1364,1521,1392
15,58,1,1217, 63.00 , 0.12 , 0.78 , 0.26 ," 24,897.41 ", 33.64 ,6362,1628,1799,1713
15,58,1,1221, 63.00 , 0.12 , 0.78 , 0.28 ," 24,990.67 ", 33.64 ,7082,1875,1987,1886
15,58,1,1236, 63.00 , 0.12 , 0.78 , 0.30 ," 25,779.40 ", 33.64 ,7859,2043,2161,2059
15,58,1,1240, 63.00 , 0.12 , 0.78 , 0.35 ," 22,299.47 ", 33.64 ,7779,2078,2269,2094
15,58,1,1255, 63.00 , 0.08 , 0.61 , 0.42 ," 22,331.54 ", 33.85 ,9292,2404,2552,2433
15,58,1,126A, 63.00 , 0.08 , 0.61 , 0.30 ," 24,265.56 ", 33.85 ,7360,1945,2070,1962
15,58,1,1274, 63.00 , 0.08 , 0.61 , 0.33 ," 24,988.46 ", 33.85 ,8321,2232,2367,2250
15,58,1,1289, 63.00 , 0.08 , 0.61 , 0.37 ," 22,181.76 ", 33.85 ,8230,1993,2117,2015
15,58,1,1293, 63.00 , 0.08 , 0.61 , 0.30 ," 18,907.91 ", 33.85 ,5617,1450,1508,1461
15,58,1,1306, 63.00 , 0.08 , 0.61 , 0.33 ," 20,615.91 ", 33.85 ,6828,1805,1907,1813
15,58,1,1310, 63.00 , 0.08 , 0.61 , 0.27 ," 17,658.83 ", 33.85 ,4772,1229,1298,1235
15,58,1,1325, 63.00 , 0.08 , 0.61 , 0.19 ," 23,000.80 ", 33.85 ,4269,1113,1195,1116
15,58,1,133A, 63.00 , 0.08 , 0.61 , 0.36 ," 25,679.84 ", 33.85 ,9258,2471,2611,2471
15,58,1,1344, 63.00 , 0.08 , 0.61 , 0.31 ," 26,020.65 ", 33.85 ,8182,2023,2121,2041
15,58,1,1359, 63.00 , 0.08 , 0.61 , 0.30 ," 20,467.61 ", 33.85 ,6191,1540,1612,1557
15,58,1,1363, 63.00 , 0.08 , 0.61 , 0.22 ," 26,870.66 ", 33.85 ,5982,1540,1682,1546
15,58,1,1378, 63.00 , 0.08 , 0.61 , 0.35 ," 22,543.45 ", 33.85 ,7802,1996,2111,1998
15,58,1,1397, 63.00 , 0.09 , 0.63 , 0.31 ," 21,835.02 ", 32.31 ,6679,1702,1821,1720
15,58,1,1414, 63.00 , 0.09 , 0.63 , 0.31 ," 19,985.57 ", 32.31 ,6291,1641,1814,1658
15,58,1,1429, 63.00 , 0.09 , 0.63 , 0.26 ," 23,015.02 ", 32.31 ,6044,1462,1609,1484
15,58,1,1433, 63.00 , 0.09 , 0.63 , 0.24 ," 26,858.10 ", 32.31 ,6440,1595,1707,1619
15,58,1,1452, 63.00 , 0.08 , 0.61 , 0.27 ," 24,050.04 ", 33.78 ,6552,1675,1849,1692
15,58,1,1467, 63.00 , 0.10 , 0.69 , 0.24 ," 22,876.66 ", 33.71 ,5502,1381,1492,1399
15,58,1,1471, 63.00 , 0.08 , 0.61 , 0.40 ," 25,652.01 ", 33.85 ,10152,2503,2677,2545
15,58,1,1518, 60.00 , 0.10 , 0.73 , 0.61 ," 8,165.84 ", 32.76 ,5004,1313,1595,1332
15,58,1,1537, 60.00 , 0.11 , 0.74 , 0.59 ," 14,869.01 ", 32.01 ,8812,2334,2718,2463
15,58,1,1556, 63.00 , 0.09 , 0.63 , 0.80 ," 8,805.84 ", 32.35 ,7016,1776,2040,1807
15,58,1,1560, 63.00 , 0.09 , 0.63 , 0.54 ," 4,606.65 ", 32.31 ,2476,612,652,613
15,58,1,158A, 63.00 , 0.09 , 0.63 , 0.35 ," 27,038.85 ", 32.31 ,9412,2375,2488,2393
15,58,1,1611, 63.00 , 0.09 , 0.63 , 0.50 ," 16,552.36 ", 32.31 ,8292,1903,2095,1918
15,58,1,1857, 60.00 , 0.11 , 0.74 , 0.23 ," 25,062.06 ", 32.01 ,5861,1397,1572,1453
15,58,1,1880, 63.00 , 0.11 , 0.74 , 0.30 ," 13,294.42 ", 32.01 ,4000,993,1160,1055
15,58,1,1908, 63.00 , 0.10 , 0.73 , 0.19 ," 20,500.53 ", 33.14 ,3830,1048,1214,1082
15,58,1,1931, 63.00 , 0.10 , 0.73 , 0.21 ," 15,148.55 ", 33.14 ,3232,890,1019,915
15,58,1,1946, 63.00 , 0.10 , 0.73 , 0.26 ," 9,952.26 ", 33.14 ,2608,682,784,704
15,58,1,1950, 60.00 , 0.10 , 0.73 , 0.48 ," 14,529.01 ", 33.14 ,7014,1785,2126,1804
15,58,1,1965, 60.00 , 0.10 , 0.73 , 0.57 ," 23,957.41 ", 33.14 ,13647,3426,3898,3473
15,58,1,197A, 63.00 , 0.11 , 0.74 , 0.23 ," 17,347.79 ", 32.01 ,3977,944,1076,1000
15,58,1,2018, 63.00 , 0.10 , 0.73 , 0.14 ," 18,751.86 ", 33.14 ,2618,712,835,745
15,58,1,2060, 60.00 , 0.11 , 0.74 , 0.15 ," 30,371.98 ", 32.01 ,4681,1143,1342,1180
15,58,1,2107, 60.00 , 0.11 , 0.74 , 0.14 ," 31,071.03 ", 32.01 ,4318,960,1035,973
15,58,1,2111, 63.00 , 0.08 , 0.61 , 0.21 ," 19,355.42 ", 32.41 ,4021,957,1037,964
15,58,1,2145, 63.00 , 0.09 , 0.63 , 0.45 ," 9,982.70 ", 32.31 ,4493,1093,1180,1093
15,59,1,38, 53.00 , 0.21 , 0.24 , 2.14 ," 1,785.53 ", 32.18 ,3819,919,1052,927
15,59,1,42, 54.20 , 0.22 , 0.15 , 1.05 ," 3,122.54 ", 31.67 ,3266,803,913,811
15,59,1,57, 54.50 , 0.22 , 0.15 , 0.71 ," 2,751.68 ", 31.67 ,1941,465,529,466
15,59,1,80, 61.43 , 0.22 , 0.15 , 1.39 ," 1,618.72 ", 31.67 ,2243,531,590,534
15,59,1,108, 62.00 , 0.22 , 0.15 , 0.81 ," 1,781.48 ", 31.67 ,1436,346,385,351
15,59,1,112, 56.00 , 0.22 , 0.15 , 0.89 ," 1,933.12 ", 31.67 ,1713,399,458,400
15,59,17,150, 56.00 , 0.21 , 0.24 , 0.70 ," 2,733.51 ", 32.88 ,1910,433,496,435
15,59,17,165, 56.00 , 0.22 , 0.11 , 1.31 ," 1,353.19 ", 32.72 ,1771,389,436,393
15,60,1,132, 63.00 , 0.21 , 0.45 , 1.47 ," 7,694.61 ", 28.73 ,11277,2728,3009,2755
15,60,1,019A, 63.00 , 0.22 , 0.44 , 0.75 ," 7,358.24 ", 28.64 ,5526,1409,1575,1421
15,60,1,240, 63.00 , 0.24 , 0.43 , 0.52 ," 12,073.85 ", 28.45 ,6290,1585,1742,1592
15,60,1,026A, 63.00 , 0.24 , 0.43 , 0.75 ," 12,825.89 ", 28.45 ,9558,2392,2593,2405
15,60,1,293, 63.00 , 0.15 , 0.60 , 0.80 ," 7,657.06 ", 28.97 ,6101,1655,2211,1665
15,60,1,359, 58.18 , 0.30 , 0.11 , 2.63 ," 4,698.28 ", 27.25 ,12363,2970,3302,3018
15,60,1,040A, 61.00 , 0.24 , 0.43 , 0.36 ," 7,634.04 ", 28.45 ,2754,662,699,663
15,60,1,448, 63.00 , 0.21 , 0.48 , 1.92 ," 3,603.39 ", 28.83 ,6916,1616,1964,1636
15,60,1,537, 63.00 , 0.21 , 0.45 , 0.50 ," 6,699.61 ", 28.73 ,3338,835,933,845
15,60,1,541, 63.00 , 0.21 , 0.45 , 0.49 ," 12,276.91 ", 28.73 ,6052,1517,1660,1540
15,60,1,556, 63.00 , 0.24 , 0.43 , 0.39 ," 15,553.75 ", 28.45 ,5992,1491,1605,1500
15,60,1,560, 63.00 , 0.22 , 0.44 , 0.26 ," 12,362.85 ", 28.59 ,3197,775,840,779
15,60,1,575, 63.00 , 0.21 , 0.45 , 0.37 ," 12,217.51 ", 28.73 ,4486,1116,1374,1125
15,60,1,058A, 63.00 , 0.21 , 0.45 , 0.64 ," 7,929.82 ", 28.73 ,5103,1197,1442,1208
15,60,1,594, 63.00 , 0.21 , 0.45 , 0.36 ," 8,651.60 ", 28.73 ,3081,777,828,778
15,60,1,611, 63.00 , 0.15 , 0.60 , 0.40 ," 20,268.06 ", 28.97 ,8044,2124,2581,2147
15,60,1,626, 63.00 , 0.15 , 0.60 , 0.38 ," 14,754.93 ", 28.97 ,5609,1408,1519,1419
15,60,1,645, 57.00 , 0.21 , 0.45 , 0.84 ," 5,527.13 ", 28.73 ,4642,1079,1430,1175
15,60,1,700, 63.00 , 0.24 , 0.43 , 0.47 ," 15,565.08 ", 28.45 ,7312,1787,1932,1793
15,60,1,715, 63.00 , 0.24 , 0.43 , 0.45 ," 13,484.25 ", 28.45 ,6062,1572,1715,1596
15,60,1,072A, 63.00 , 0.33 , 0.43 , 0.73 ," 5,030.59 ", 26.83 ,3657,831,942,864
15,60,1,734, 63.00 , 0.24 , 0.43 , 0.36 ," 12,250.35 ", 28.45 ,4419,1092,1191,1096
15,60,1,749, 63.00 , 0.22 , 0.44 , 0.59 ," 7,744.67 ", 28.59 ,4540,1128,1267,1165
15,60,1,753, 63.00 , 0.24 , 0.43 , 0.74 ," 6,811.72 ", 28.45 ,5039,1276,1408,1293
15,60,1,768, 63.00 , 0.24 , 0.43 , 0.60 ," 10,061.31 ", 28.45 ,6068,1545,1669,1553
15,60,1,772, 62.33 , 0.24 , 0.43 , 0.74 ," 9,809.29 ", 28.45 ,7285,1754,1875,1756
15,60,1,787, 54.00 , 0.21 , 0.45 , 0.60 ," 10,311.94 ", 28.73 ,6145,1470,1618,1476
15,60,1,804, 63.00 , 0.30 , 0.11 , 0.80 ," 6,087.95 ", 27.25 ,4878,1171,1340,1200
15,60,1,819, 63.00 , 0.33 , 0.11 , 0.70 ," 7,088.84 ", 26.75 ,4951,1211,1338,1244
15,60,1,823, 63.00 , 0.30 , 0.11 , 0.79 ," 7,347.40 ", 27.25 ,5801,1428,1605,1443
15,60,1,838, 58.50 , 0.30 , 0.11 , 0.66 ," 7,605.60 ", 27.25 ,5039,1198,1380,1214
15,60,1,842, 57.00 , 0.21 , 0.45 , 0.43 ," 9,670.54 ", 28.73 ,4173,1009,1134,1022
15,60,1,857, 54.00 , 0.30 , 0.11 , 0.26 ," 3,251.66 ", 27.25 ,844,203,229,203
15,60,1,908, 62.33 , 0.24 , 0.43 , 0.66 ," 9,294.39 ", 28.45 ,6106,1493,1629,1509
15,60,1,1003, 54.00 , 0.21 , 0.45 , 0.39 ," 10,096.86 ", 28.73 ,3889,961,1111,967
15,60,1,1018, 54.00 , 0.21 , 0.45 , 0.61 ," 4,780.81 ", 28.73 ,2939,695,798,700
15,60,1,1022, 60.33 , 0.30 , 0.11 , 0.94 ," 6,069.91 ", 27.25 ,5710,1321,1432,1343
15,60,1,1037, 59.00 , 0.34 , 0.11 , 0.51 ," 6,348.70 ", 26.50 ,3246,765,819,773
15,60,1,1056, 63.00 , 0.24 , 0.43 , 0.94 ," 9,469.52 ", 28.45 ,8875,2574,3987,2593
15,60,1,1060, 63.00 , 0.24 , 0.43 , 0.69 ," 10,786.03 ", 28.45 ,7428,1887,2199,1894
15,60,1,1075, 63.00 , 0.15 , 0.60 , 0.39 ," 10,694.35 ", 28.97 ,4134,1121,1714,1127
15,60,1,1094, 60.00 , 0.21 , 0.45 , 0.28 ," 11,915.88 ", 28.73 ,3358,781,867,781
15,60,1,1126, 63.00 , 0.24 , 0.43 , 0.15 ," 14,083.60 ", 28.45 ,2179,563,793,575
15,60,1,1130, 63.00 , 0.24 , 0.43 , 0.49 ," 5,374.15 ", 28.45 ,2610,570,731,584
15,60,1,1145, 60.00 , 0.21 , 0.45 , 0.07 ," 6,264.46 ", 28.73 ,421,88,114,94
15,60,1,115A, 63.00 , 0.21 , 0.45 , 0.77 ," 4,808.44 ", 28.73 ,3686,1059,1849,1083
15,60,1,1215, 60.00 , 0.24 , 0.45 , 0.87 , 631.53 , 28.62 ,551,129,172,132
15,60,16,679, 52.00 , 0.34 , 0.11 , 1.80 ," 3,882.11 ", 24.82 ,6973,1717,2117,1721
15,60,16,698, 59.00 , 0.30 , 0.11 , 0.38 ," 3,490.95 ", 27.25 ,1312,320,356,324
15,60,82,950, 59.00 , 0.36 , 0.11 , 2.39 ," 2,475.02 ", 26.25 ,5906,1368,1645,1371
15,60,82,1200, 59.00 , 0.30 , 0.11 , 0.32 ," 4,815.13 ", 27.25 ,1548,338,388,339
15,61,1,21, 27.00 , 0.25 , 0.17 , 0.66 ," 1,374.37 ", 30.55 ,909,238,284,238
15,61,1,36, 27.00 , 0.25 , 0.17 , 0.43 ," 1,675.62 ", 30.55 ,724,195,259,195
15,61,1,74, 16.00 , 0.25 , 0.17 , 1.11 , 356.32 , 30.55 ,396,98,137,99
15,61,1,93, 23.33 , 0.25 , 0.17 , 0.39 ," 1,408.69 ", 30.55 ,556,144,194,144
15,61,1,106, 16.00 , 0.25 , 0.17 , 0.48 ," 1,518.22 ", 30.55 ,734,191,247,193
15,61,4,144, 27.00 , 0.24 , 0.21 , 0.35 ," 2,093.04 ", 30.26 ,739,178,204,178
15,61,4,159, 27.00 , 0.24 , 0.21 , 0.67 ," 1,865.90 ", 30.26 ,1255,322,367,322
15,61,4,163, 27.00 , 0.24 , 0.21 , 0.48 ," 1,849.49 ", 30.26 ,893,231,269,233
15,62,1,175, 55.00 , 0.23 , 0.33 , 0.81 ," 6,310.86 ", 27.74 ,5120,1204,1301,1204
15,62,1,194, 42.00 , 0.23 , 0.33 , 1.26 ," 2,988.95 ", 27.74 ,3771,870,972,876
15,62,1,245, 42.00 , 0.23 , 0.33 , 0.28 ," 1,579.24 ", 27.74 ,450,108,116,108
15,62,23,33, 49.00 , 0.23 , 0.33 , 1.51 ," 5,921.13 ", 27.74 ,8941,1906,2021,1907
15,65,1,35, 42.00 , 0.24 , 0.22 , 0.56 ," 4,493.14 ", 30.03 ,2516,609,755,623
15,65,1,105, 45.60 , 0.24 , 0.22 , 1.60 ," 2,083.51 ", 30.03 ,3334,835,996,852
15,65,1,011A, 38.80 , 0.24 , 0.22 , 1.10 ," 2,022.80 ", 30.03 ,2226,545,667,551
15,65,1,143, 42.00 , 0.24 , 0.22 , 0.60 ," 1,427.68 ", 30.03 ,861,206,246,206
15,65,1,158, 42.00 , 0.24 , 0.22 , 0.89 , 819.63 , 30.03 ,729,172,204,172
15,65,1,302, 38.00 , 0.24 , 0.22 , 0.26 ," 1,299.19 ", 30.03 ,333,81,101,82
15,65,7,209, 38.00 , 0.29 , 0.29 , 0.75 ," 1,762.14 ", 29.96 ,1319,309,354,316
15,65,7,213, 38.00 , 0.29 , 0.29 , 0.53 ," 1,500.47 ", 29.96 ,795,179,199,181
15,65,7,228, 38.00 , 0.29 , 0.29 , 0.61 ," 2,102.50 ", 29.96 ,1282,308,357,312
15,65,11,251, 34.00 , 0.25 , 0.26 , 1.40 , 921.12 , 29.31 ,1287,302,354,305
15,65,11,266, 31.00 , 0.26 , 0.27 , 1.64 , 970.47 , 29.41 ,1595,362,428,364
15,65,19,162, 47.00 , 0.31 , 0.18 , 1.05 ," 2,512.84 ", 27.38 ,2627,517,564,520
15,65,19,177, 47.00 , 0.30 , 0.22 , 0.56 ," 3,156.54 ", 28.34 ,1775,380,431,386
15,67,1,190, 54.29 , 0.27 , 0.26 , 1.67 ," 3,429.73 ", 27.73 ,5732,1273,1447,1280
15,67,1,203, 54.00 , 0.27 , 0.26 , 2.37 ," 2,320.50 ", 27.73 ,5509,1105,1190,1109
15,67,5,218, 54.67 , 0.27 , 0.14 , 0.96 ," 3,923.10 ", 28.66 ,3770,813,936,826
15,67,5,222, 54.00 , 0.27 , 0.14 , 0.65 , 632.44 , 28.66 ,408,88,101,89
15,67,13,260, 55.00 , 0.29 , 0.26 , 1.52 ," 2,886.92 ", 27.40 ,4381,911,957,911
15,67,15,275, 55.00 , 0.27 , 0.26 , 1.21 ," 3,601.10 ", 27.73 ,4352,939,1096,941
15,67,50,237, 56.00 , 0.25 , 0.21 , 1.14 ," 1,213.60 ", 28.64 ,1384,272,299,272
15,67,50,241, 57.00 , 0.25 , 0.21 , 0.72 ," 1,020.07 ", 28.64 ,733,151,168,153
15,67,50,256, 57.56 , 0.26 , 0.18 , 2.19 ," 1,616.31 ", 28.65 ,3533,707,766,709
15,69,1,002A, 58.00 , 0.27 , 0.16 , 1.22 ," 2,158.08 ", 30.39 ,2626,625,712,626
15,69,1,49, 58.60 , 0.27 , 0.16 , 0.82 ," 1,625.93 ", 30.39 ,1337,293,339,295
15,70,1,20, 63.00 , 0.14 , 0.42 , 0.40 ," 10,637.63 ", 32.09 ,4250,1022,1139,1027
15,70,1,004A, 63.00 , 0.14 , 0.42 , 0.30 ," 14,277.42 ", 32.09 ,4248,1027,1097,1029
15,70,1,011A, 63.00 , 0.09 , 0.63 , 0.33 ," 21,883.31 ", 32.31 ,7227,1829,1921,1849
15,70,1,143, 63.00 , 0.14 , 0.42 , 0.25 ," 24,663.95 ", 32.09 ,6076,1545,1744,1547
15,70,1,181, 63.00 , 0.14 , 0.42 , 0.71 ," 4,656.02 ", 32.09 ,3286,789,946,826
15,70,1,209, 63.00 , 0.14 , 0.42 , 1.00 ," 2,703.65 ", 32.09 ,2717,743,982,744
15,70,1,393, 63.00 , 0.14 , 0.42 , 0.23 ," 17,143.47 ", 32.09 ,3889,1022,1075,1024
15,70,1,410, 63.00 , 0.09 , 0.63 , 0.15 ," 21,320.32 ", 32.31 ,3113,740,808,742
15,70,1,425, 63.00 , 0.09 , 0.63 , 0.17 ," 22,719.44 ", 32.31 ,3834,924,1007,928
15,70,1,463, 63.00 , 0.14 , 0.42 , 0.25 ," 24,559.30 ", 32.09 ,6165,1591,1719,1592
15,70,1,478, 63.00 , 0.14 , 0.42 , 0.22 ," 17,717.55 ", 32.09 ,3814,986,1057,992
15,70,1,482, 63.00 , 0.14 , 0.42 , 0.33 ," 5,045.73 ", 32.09 ,1683,447,553,450
15,70,1,590, 63.00 , 0.14 , 0.42 , 0.58 ," 5,104.57 ", 32.09 ,2938,755,935,775
15,70,1,068A, 63.00 , 0.09 , 0.63 , 0.17 ," 20,858.60 ", 32.31 ,3577,922,953,925
15,70,5,904, 63.00 , 0.14 , 0.62 , 0.47 ," 3,479.81 ", 29.98 ,1641,415,536,419
15,70,5,919, 63.00 , 0.14 , 0.62 , 0.62 ," 9,945.24 ", 29.98 ,6130,1442,1646,1464
15,70,5,923, 63.00 , 0.09 , 0.63 , 0.27 ," 17,890.12 ", 32.31 ,4758,1196,1248,1210
15,70,5,942, 63.00 , 0.14 , 0.62 , 0.57 ," 7,310.47 ", 29.98 ,4202,1038,1119,1047
15,70,5,957, 63.00 , 0.17 , 0.55 , 0.72 ," 5,475.67 ", 30.55 ,3951,1011,1171,1019
15,70,8,961, 63.00 , 0.14 , 0.62 , 0.82 ," 6,436.86 ", 29.98 ,5252,1197,1462,1216
15,70,8,976, 63.00 , 0.14 , 0.62 , 0.87 ," 8,840.32 ", 29.98 ,7699,1814,1989,1840
15,70,9,980, 63.00 , 0.12 , 0.49 , 0.25 ," 13,738.25 ", 32.16 ,3481,840,889,847
15,70,9,995, 63.00 , 0.14 , 0.42 , 0.64 ," 5,178.53 ", 32.09 ,3299,829,905,835
15,70,13,100A, 63.00 , 0.14 , 0.42 , 1.12 ," 6,139.56 ", 32.09 ,6893,1792,1948,1800
15,70,13,1033, 63.00 , 0.14 , 0.42 , 0.24 ," 4,861.31 ", 32.09 ,1151,271,324,276
15,70,13,1052, 63.00 , 0.14 , 0.42 , 1.54 ," 1,606.95 ", 32.09 ,2476,571,675,580
15,70,17,1071, 62.00 , 0.14 , 0.62 , 0.63 ," 6,062.44 ", 29.98 ,3819,920,1054,926
15,70,17,1086, 63.00 , 0.14 , 0.62 , 0.65 ," 5,391.66 ", 29.98 ,3498,855,943,858
15,70,17,1090, 62.00 , 0.14 , 0.62 , 0.25 ," 12,436.42 ", 29.98 ,3099,725,802,730
15,70,19,1103, 63.00 , 0.18 , 0.53 , 0.71 ," 3,904.09 ", 30.74 ,2753,635,784,639
15,70,19,1118, 63.00 , 0.18 , 0.53 , 0.52 ," 10,646.46 ", 30.74 ,5579,1313,1466,1337
15,70,36,1122, 63.00 , 0.14 , 0.62 , 0.92 ," 7,258.02 ", 29.98 ,6700,1548,1761,1569
15,70,38,1141, 62.50 , 0.14 , 0.62 , 0.47 ," 6,485.88 ", 29.98 ,3037,724,831,731
15,70,38,1156, 62.00 , 0.14 , 0.62 , 0.28 ," 5,083.45 ", 29.98 ,1404,315,400,316
15,70,38,1175, 62.00 , 0.14 , 0.62 , 0.24 ," 11,587.88 ", 29.98 ,2734,621,719,625
15,70,38,118A, 62.00 , 0.14 , 0.62 , 0.30 ," 5,529.31 ", 29.98 ,1641,374,496,380
15,70,38,1194, 62.00 , 0.18 , 0.47 , 0.47 ," 2,126.85 ", 29.71 ,1001,229,327,237
15,70,38,1207, 62.00 , 0.18 , 0.47 , 0.33 ," 2,264.45 ", 29.71 ,750,181,266,182
15,70,38,1211, 62.00 , 0.18 , 0.47 , 0.42 , 901.64 , 29.71 ,382,86,127,86
15,70,38,1226, 62.00 , 0.18 , 0.47 , 0.21 ," 2,137.80 ", 29.71 ,453,102,146,103
15,70,39,1230, 63.00 , 0.18 , 0.53 , 0.31 ," 9,547.67 ", 30.74 ,2992,691,767,695
